"BN/Registration number","Fiscal period end","Form ID","200","210","220","230","240","250","260"
"863953618RR0001",2024-12-31 00:00:00,"27",$3754237.00,"Y","N",,"Y","Y","N"
"863954897RR0001",2024-12-31 00:00:00,"27",$5839.00,"Y","N",,"N","N","N"
"863963443RR0001",2024-12-31 00:00:00,"27",$14788.00,"N","N",,"Y","Y","N"
"863989372RR0001",2024-3-31 00:00:00,"27",$124132.00,"Y","N",,"N","Y","N"
"864005749RR0001",2024-12-31 00:00:00,"27",,,"N",,"N","N","N"
"864059340RR0001",2024-10-31 00:00:00,"27",$4913.00,"Y","N",,"N","Y","N"
"864105457RR0001",2024-12-31 00:00:00,"27",$15055.00,"Y","N",,"N","N","N"
"864162789RR0001",2024-12-31 00:00:00,"27",$1950.00,"N","N",,"N","Y","N"
"864188420RR0001",2024-12-31 00:00:00,"27",$59752.00,"Y","N",,"N","Y","N"
"864233358RR0001",2024-11-30 00:00:00,"27",$56421.00,"Y","N",,"N","Y","N"
"864322771RR0001",2024-12-31 00:00:00,"27",$61600.00,"Y","N",,"N","Y","N"
"864326814RR0001",2024-4-30 00:00:00,"27",$635189.00,"Y","N",,"Y","N","Y"
"864355995RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"864366646RR0001",2024-12-31 00:00:00,"27",$41884.00,"N","N",,"N","N","N"
"864399415RR0001",2024-3-31 00:00:00,"27",$1098.00,"N","N",,"N","Y","N"
"864465323RR0001",2024-12-31 00:00:00,"27",$2712.00,"N","N",,"Y","N","N"
"864505086RR0001",2024-9-30 00:00:00,"27",$45154.00,"Y","N",,"N","N","N"
"864511183RR0001",2024-12-31 00:00:00,"27",$88448.00,"N","N",,"N","Y","Y"
"864534482RR0001",2024-3-30 00:00:00,"27",$1450.00,"Y","N",,"N","N","N"
"864613625RR0001",2024-12-31 00:00:00,"27",$1156.00,"N","N",,"Y","N","N"
"864631726RR0001",2024-12-31 00:00:00,"27",$34882.00,"N","N",,"N","N","N"
"864641816RR0001",2024-12-31 00:00:00,"27",$21834.00,"N","N",,"N","N","N"
"864728696RR0001",2024-12-31 00:00:00,"27",$31539.00,"N","N",,"N","Y","N"
"864916879RR0001",2024-3-31 00:00:00,"27",$1482.00,"Y","N",,"N","N","N"
"864980438RR0001",2024-12-30 00:00:00,"27",$15000.00,"N","N",,"N","N","N"
"864981055RR0001",2024-12-31 00:00:00,"27",$53505.00,"Y","N",,"N","Y","N"
"864989405RR0001",2024-3-31 00:00:00,"27",$6840.00,"Y","N",,"N","Y","N"
"865047864RR0001",2024-3-31 00:00:00,"27",$713.00,"N","N",,"N","N","N"
"865129175RR0001",2024-6-30 00:00:00,"27",$7673.00,"N","N",,"N","Y","N"
"865136824RR0001",2024-12-31 00:00:00,"27",$352554.00,"Y","N",,"N","N","N"
"865229165RR0001",2024-7-31 00:00:00,"27",$0.00,"N","N",,"N","N","N"
"865234835RR0001",2024-12-31 00:00:00,"27",$1600.00,"N","N",,"N","N","N"
"865240816RR0001",2024-12-31 00:00:00,"27",$590.00,"N","N",,"N","Y","N"
"865290704RR0001",2024-12-31 00:00:00,"27",$16366.00,"N","N",,"N","Y","N"
"865313563RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"865319891RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","Y","N"
"865347405RR0001",2024-7-31 00:00:00,"27",$179734.00,"N","N",,"N","N","N"
"865363881RR0001",2024-12-31 00:00:00,"27",$7610.00,"Y","N",,"N","N",
"865366884RR0001",2024-12-31 00:00:00,"27",$313275.00,"Y","N",,"N","Y","N"
"865405500RR0001",2024-12-31 00:00:00,"27",$55826.00,"Y","N",,"N","N","N"
"865451611RR0001",2024-2-28 00:00:00,"27",$7500.00,"N","N",,"Y","N","N"
"865589667RR0001",2024-1-31 00:00:00,"27",$157000.00,"Y","N",,"N","N","N"
"865719595RR0001",2024-12-31 00:00:00,"27",$2558.00,"N","N",,"Y","Y","N"
"865721559RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"865747992RR0002",2024-4-30 00:00:00,"27",$5446.00,"N","N",,"N","Y","N"
"865817274RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"865923908RR0001",2024-12-31 00:00:00,"27",$743032.00,"Y","N",,"N","Y","N"
"865967517RR0001",2024-12-31 00:00:00,"27",$103360.00,"Y","N",,"N","Y","N"
"865999999RR0001",2024-12-31 00:00:00,"27",$110304.00,"Y","N",,"N","Y","N"
"866055114RR0001",2024-12-31 00:00:00,"27",$110654.00,"N","N",,"Y","Y","N"
"866056773RR0001",2024-3-31 00:00:00,"27",$30000.00,"Y","N",,"N","Y","N"
"866060189RR0001",2024-9-30 00:00:00,"27",$82896.00,"N","N",,"N","N","N"
"866075534RR0001",2024-12-31 00:00:00,"27",$258023.00,"Y","N",,"Y","Y","N"
"866085632RR0001",2024-6-30 00:00:00,"27",$2136506.00,"Y","N",,"Y","N","N"
"866096084RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","Y","N"
"866097421RR0001",2024-3-31 00:00:00,"27",,"Y","N",,"N","N","N"
"866102221RR0001",2024-12-31 00:00:00,"27",$580.00,"N","N",,"N","N","N"
"866108145RR0001",2024-6-30 00:00:00,"27",$237000.00,"N","N",,"Y","N","N"
"866185655RR0001",2024-9-30 00:00:00,"27",$51439.00,"N","N",,"N","Y","N"
"866201213RR0001",2024-7-31 00:00:00,"27",,"N","N",,"Y","N","N"
"866212111RR0001",2024-12-31 00:00:00,"27",$47390.00,"N","N",,"N","Y","N"
"866218407RR0001",2024-12-31 00:00:00,"27",$22407.00,"N","N",,"N","Y","N"
"866239841RR0001",2024-12-31 00:00:00,"27",$152221.00,"Y","N",,"N","N","N"
"866259807RR0001",2024-12-31 00:00:00,"27",$5883.00,"Y","N",,"N","N","N"
"866279425RR0001",2024-3-31 00:00:00,"27",$1132958.00,"N","N",,"Y","N","N"
"866302979RR0001",2024-3-31 00:00:00,"27",$1958.00,"Y","N",,"N","Y","N"
"866327109RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","Y"
"866403421RR0001",2024-7-31 00:00:00,"27",,"Y","N",,"Y","N","N"
"866434640RR0001",2024-3-31 00:00:00,"27",$3939863.00,"Y","N",,"N","N","N"
"866523061RR0001",2024-12-31 00:00:00,"27",$2795.00,"N","N",,"N","Y","N"
"866531627RR0001",2024-4-30 00:00:00,"27",$23593.00,"Y","N",,"N","N","N"
"866550106RR0001",2024-12-31 00:00:00,"27",$127084.00,"Y","N",,"N","N","N"
"866582414RR0001",2024-6-30 00:00:00,"27",$4611.00,"N","N",,"N","N","N"
"866602410RR0001",2024-12-31 00:00:00,"27",$11100.00,"Y","N",,"Y","Y","N"
"866638943RR0001",2024-4-30 00:00:00,"27",$35000.00,"Y","N",,"N","N","N"
"866654239RR0001",2024-3-31 00:00:00,"27",$2385.00,"N","N",,"N","Y","N"
"866662448RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","Y","N"
"866671076RR0001",2024-12-31 00:00:00,"27",$42589.00,"Y","N",,"Y","Y","N"
"866678717RR0001",2024-12-31 00:00:00,"27",$16989.00,"N","N",,"N","Y","N"
"866686991RR0001",2024-11-30 00:00:00,"27",$13724.00,"Y","N",,"Y","N","N"
"866714330RR0001",2024-12-31 00:00:00,"27",$12211.00,"N","N",,"Y","N","N"
"866742331RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","Y","N"
"866743727RR0001",2024-12-31 00:00:00,"27",$1000.00,"N","N",,"N","Y","N"
"866765423RR0001",2024-3-31 00:00:00,"27",$103928.00,"Y","N",,"N","N","N"
"866801574RR0001",2024-12-31 00:00:00,"27",$14376.00,"N","N",,"Y","Y","N"
"866844913RR0001",2024-12-31 00:00:00,"27",$10647.00,"N","N",,"N","N","N"
"866866684RR0001",2024-12-31 00:00:00,"27",$737626.00,"Y","N",,"N","N","N"
"866873243RR0001",2024-12-31 00:00:00,"27",$510291.00,"Y","N",,"Y","Y","N"
"866930290RR0001",2024-12-31 00:00:00,"27",$3000.00,"Y","N",,"N","N","N"
"866987159RR0001",2024-12-31 00:00:00,"27",$0.00,"N","N",,"N","N","N"
"867003857RR0001",2024-12-31 00:00:00,"27",$71680.00,"Y","N",,"N","Y","N"
"867021529RR0001",2024-8-31 00:00:00,"27",$268779.00,"Y","N",,"Y","N","N"
"867108102RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"867119901RR0001",2024-12-31 00:00:00,"27",$11409.00,"Y","N",,"Y","Y","N"
"867173718RR0001",2024-12-31 00:00:00,"27",$196.00,"Y","N",,"N","N","N"
"867204034RR0001",2024-12-31 00:00:00,"27",$1049509.00,"Y","N",,"N","N","N"
"867271280RR0001",2024-3-31 00:00:00,"27",$38569.00,"N","N",,"N","Y","N"
"867293912RR0001",2024-8-31 00:00:00,"27",,"N","N",,"N","N","N"
"867370645RR0001",2024-12-31 00:00:00,"27",$1038675.00,"Y","N",,"N","Y","N"
"867389835RR0001",2024-12-31 00:00:00,"27",$3599.00,"Y","N",,"N","N","N"
"867435497RR0001",2024-3-31 00:00:00,"27",$18930992.00,"Y","N",,"N","N","N"
"867502965RR0001",2024-3-31 00:00:00,"27",$48099.00,"Y","N",,"N","Y","N"
"867509580RR0001",2024-12-31 00:00:00,"27",$18221.00,"N","N",,"Y","Y","N"
"867530297RR0001",2024-12-31 00:00:00,"27",$9315.00,"N","N",,"N","N","N"
"867535544RR0001",2024-7-31 00:00:00,"27",$49050.00,"Y","N",,"N","N","N"
"867552713RR0001",2024-12-31 00:00:00,"27",$100000.00,"Y","N",,"N","N","N"
"867592545RR0001",2024-6-30 00:00:00,"27",$43615.00,"N","N",,"N","N","N"
"867652414RR0001",2024-12-31 00:00:00,"27",$40.00,"N","N",,"N","N","N"
"867757502RR0001",2024-12-31 00:00:00,"27",$4636555.00,"Y","N",,"N","N","N"
"867766321RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"867901191RR0001",2024-12-31 00:00:00,"27",$5527077.00,"N","Y",$2468979.00,"Y","Y","N"
"867901910RR0001",2024-6-30 00:00:00,"27",$8235.00,"Y","N",,"N","Y","N"
"867922726RR0001",2024-9-30 00:00:00,"27",$611719.00,"N","N",,"Y","Y","N"
"868015546RR0001",2024-12-31 00:00:00,"27",$67344.00,"Y","N",,"Y","Y","N"
"868109091RR0001",2024-12-31 00:00:00,"27",$1497493.00,"Y","N",,"N","N","N"
"868336751RR0001",2024-12-31 00:00:00,"27",$40052.00,"Y","N",,"N","N","N"
"868396474RR0001",2024-8-31 00:00:00,"27",$62998.00,"Y","N",,"N","N","N"
"868484627RR0001",2024-3-31 00:00:00,"27",$42356.00,"Y","N",,"Y","N","N"
"868486499RR0001",2024-12-31 00:00:00,"27",$110985.00,"N","N",,"N","Y","N"
"868532896RR0001",2024-2-28 00:00:00,"27",$68413.00,"N","N",,"N","Y","N"
"868544362RR0001",2024-12-31 00:00:00,"27",$1392875.00,"Y","N",,"N","N","Y"
"868665977RR0001",2024-12-31 00:00:00,"27",$129059.00,"N","N",,"Y","Y","N"
"868714684RR0001",2024-12-31 00:00:00,"27",$362888.00,"N","N",,"N","N","Y"
"868760307RR0001",2024-6-30 00:00:00,"27",$45709.00,"N","N",,"N","Y","N"
"868869108RR0001",2024-6-30 00:00:00,"27",$412984.00,"Y","N",,"Y","Y","Y"
"868875147RR0001",2024-12-31 00:00:00,"27",$105821.00,"Y","N",,"N","N","N"
"868913575RR0001",2024-12-31 00:00:00,"27",$29475.00,"Y","N",,"Y","N","N"
"868985938RR0001",2024-12-31 00:00:00,"27",$8655.00,"N","N",,"Y","Y","N"
"869009027RR0001",2024-2-28 00:00:00,"27",$545083.00,"Y","N",,"N","Y","N"
"869017129RR0002",2024-12-31 00:00:00,"27",$8234.00,"Y","N",,"N","N","N"
"869147785RR0001",2024-6-30 00:00:00,"27",$28002.00,"N","N",,"Y","Y","N"
"869164178RR0001",2024-12-31 00:00:00,"27",$274084.00,"N","N",,"Y","Y","N"
"869176412RR0001",2024-6-30 00:00:00,"27",,"N","N",,"N","N","N"
"869198200RR0001",2024-7-31 00:00:00,"27",$151999.00,"Y","N",,"N","N","N"
"869273706RR0001",2024-5-31 00:00:00,"27",,"N","N",,"N","N","N"
"869299206RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"869310201RR0001",2024-12-31 00:00:00,"27",$843000.00,"Y","N",,"N","Y","N"
"869341206RR0001",2024-12-31 00:00:00,"27",$12620.00,"Y","N",,"N","N","N"
"869411587RR0001",2024-12-31 00:00:00,"27",$9496700.00,"Y","N",,"N","N","N"
"869443754RR0001",2024-12-31 00:00:00,"27",$59762.00,"Y","N",,"N","N","N"
"869500173RR0001",2024-6-30 00:00:00,"27",$153203.00,"Y","N",,"Y","Y","N"
"869502179RR0001",2024-12-31 00:00:00,"27",$13000.00,"N","N",,"Y","Y","N"
"869529149RR0001",2024-12-31 00:00:00,"27",$34563.00,"N","N",,"N","N","N"
"869541540RR0001",2024-12-31 00:00:00,"27",$62858.00,"N","N",,"Y","N","N"
"869563213RR0001",2024-6-30 00:00:00,"27",$85638.00,"Y","N",,"Y","Y","N"
"869566745RR0001",2024-6-30 00:00:00,"27",$51135.00,"N","N",,"Y","N","N"
"869569418RR0001",2024-6-30 00:00:00,"27",$358102.00,"N","N",,"N","Y","N"
"869641308RR0001",2024-12-31 00:00:00,"27",$24192.00,"Y","N",,"N","Y","N"
"869647347RR0001",2024-7-31 00:00:00,"27",$44905.00,"Y","N",,"N","Y","N"
"869884841RR0001",2024-12-31 00:00:00,"27",$2074102.00,"Y","N",,"N","N","N"
"869890541RR0001",2024-12-31 00:00:00,"27",$206122.00,"N","N",,"N","Y","Y"
"870080744RR0001",2024-6-30 00:00:00,"27",$126709.00,"N","N",,"Y","Y","N"
"870125473RR0001",2024-12-31 00:00:00,"27",$79560.00,"Y","N",,"N","Y","N"
"870275534RR0001",2024-6-30 00:00:00,"27",$6148.00,"N","N",,"Y","N","N"
"870386109RR0001",2024-12-31 00:00:00,"27",$5191.00,"Y","N",,"N","N","N"
"870392727RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","Y"
"870527116RR0001",2024-12-31 00:00:00,"27",$15828.00,"Y","N",,"N","N","N"
"870552213RR0001",2024-12-31 00:00:00,"27",$13037.00,"Y","N",,"N","N","N"
"870573920RR0001",2024-12-31 00:00:00,"27",$150323.00,"Y","N",,"N","Y","N"
"870617727RR0001",2024-12-31 00:00:00,"27",$87754.00,"Y","N",,"N","N","N"
"870636164RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,
"870713310RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","Y","N"
"870728060RR0001",2024-12-31 00:00:00,"27",$9033.00,"Y","N",,"N","N","N"
"870737707RR0001",2024-4-30 00:00:00,"27",$8292.00,"Y","N",,"N","N","N"
"870771508RR0001",2024-12-31 00:00:00,"27",$30694.00,"Y","N",,"N","N","N"
"870789146RR0001",2024-12-31 00:00:00,"27",$11277.00,"Y","N",,"N","N","N"
"870820388RR0001",2024-3-31 00:00:00,"27",$13074.00,"Y","N",,"N","N","N"
"870871779RR0001",2024-12-31 00:00:00,"27",$10118.00,"N","N",,"N","Y","N"
"870877834RR0001",2024-12-31 00:00:00,"27",$21063.00,"N","N",,"N","Y","N"
"870955630RR0001",2024-12-31 00:00:00,"27",$308840.00,"Y","N",,"N","N","N"
"870966033RR0001",2024-12-31 00:00:00,"27",$17140.00,"Y","N",,"Y","Y","N"
"871035077RR0001",2024-12-31 00:00:00,"27",$21235.00,"N","N",,"Y","Y","N"
"871056206RR0001",2024-12-31 00:00:00,"27",$570685.00,"Y","N",,"Y","Y","N"
"871095006RR0001",2024-6-30 00:00:00,"27",$174720.00,"N","N",,"N","Y","Y"
"871096707RR0001",2024-12-31 00:00:00,"27",$11560.00,"Y","N",,"N","N","N"
"871126249RR0001",2024-12-31 00:00:00,"27",$598099.00,"N","N",,"N","Y","N"
"871169637RR0001",2024-12-31 00:00:00,"27",$28375.00,"N","N",,"N","N",
"871186409RR0001",2024-12-31 00:00:00,"27",$327129.00,"Y","N",,"N","Y","N"
"871265294RR0001",2024-5-31 00:00:00,"27",$11616.00,"N","N",,"N","Y","N"
"871282844RR0001",2024-12-31 00:00:00,"27",$301.00,"N","N",,"N","Y","N"
"871324240RR0001",2024-6-30 00:00:00,"27",$158210.00,"N","N",,"N","Y","N"
"871325346RR0001",2024-12-31 00:00:00,"27",$5441.00,"Y","N",,"Y","Y","N"
"871387270RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"871452348RR0001",2024-12-31 00:00:00,"27",$3600.00,"Y","N",,"N","N","N"
"871496741RR0001",2024-12-31 00:00:00,"27",$54696.00,"Y","N",,"Y","Y","N"
"871627105RR0001",2024-6-30 00:00:00,"27",$3500.00,"N","N",,"N","N","N"
"871702346RR0001",2024-12-31 00:00:00,"27",$114246.00,"N","N",,"N","Y","N"
"871735346RR0001",2024-6-30 00:00:00,"27",$19964.00,"N","N",,"Y","Y","N"
"871776548RR0001",2024-12-31 00:00:00,"27",$6261.00,"Y","N",,"N","N","N"
"871784534RR0001",2024-12-31 00:00:00,"27",$44750.00,"Y","N",,"N","N","N"
"871827044RR0001",2024-12-31 00:00:00,"27",$9560.00,"Y","N",,"N","Y","N"
"871852299RR0001",2024-12-31 00:00:00,"27",$283214.00,"Y","N",,"N","Y","N"
"871872511RR0001",2024-12-31 00:00:00,"27",$710309.00,"Y","N",,"N","Y","N"
"871944963RR0001",2024-12-31 00:00:00,"27",$766591.00,"N","N",,"Y","Y","N"
"871959847RR0001",2024-6-30 00:00:00,"27",,"Y","N",,"N","N","N"
"871977617RR0001",2024-3-31 00:00:00,"27",$135090.00,"Y","N",,"N","Y","N"
"872005046RR0001",2024-12-31 00:00:00,"27",$5315.00,"Y","N",,"Y","Y","N"
"872049200RR0001",2024-12-31 00:00:00,"27",$5000.00,"N","N",,"N","Y","N"
"872056742RR0001",2024-12-31 00:00:00,"27",$160404.00,"Y","N",,"Y","Y","N"
"872057823RR0001",2024-12-31 00:00:00,"27",$968.00,"N","N",,"N","Y","N"
"872089305RR0001",2024-12-31 00:00:00,"27",$222774.00,"Y","N",,"N","N","N"
"872105549RR0001",2024-3-31 00:00:00,"27",$288160.00,"N","N",,"Y","Y","N"
"872106471RR0001",2024-12-31 00:00:00,"27",$32007.00,"Y","N",,"Y","Y","N"
"872116496RR0001",2024-12-31 00:00:00,"27",$12284.00,"N","N",,"Y","N","N"
"872164561RR0001",2024-12-31 00:00:00,"27",$1196962.00,"Y","Y",$223700.00,"Y","Y","N"
"872228754RR0001",2024-6-30 00:00:00,"27",$19333.00,"Y","N",,"N","N","N"
"872290309RR0001",2024-9-30 00:00:00,"27",,,"N",,"N","N","N"
"872309414RR0001",2024-12-31 00:00:00,"27",$276432.00,"N","N",,"N","Y","N"
"872317573RR0001",2024-12-31 00:00:00,"27",$5200.00,"Y","N",,"N","N","Y"
"872326863RR0001",2024-12-31 00:00:00,"27",$52750.00,"Y","N",,"N","Y","N"
"872374426RR0001",2024-12-31 00:00:00,"27",$17637198.00,"Y","Y",$3413772.00,"Y","Y","N"
"872376223RR0001",2024-12-31 00:00:00,"27",$18282.00,"N","N",,"Y","N","N"
"872512876RR0001",2024-12-31 00:00:00,"27",$750.00,"Y","N",,"N","Y","N"
"872520705RR0001",2024-12-31 00:00:00,"27",$2650.00,"Y","N",,"N","Y","N"
"872531900RR0001",2024-7-31 00:00:00,"27",,,"N",,"N","N","N"
"872541040RR0001",2024-12-31 00:00:00,"27",$1775084.00,"Y","N",,"N","Y","N"
"872587571RR0001",2024-12-31 00:00:00,"27",$9680.00,"N","N",,"N","Y","N"
"872606157RR0001",2024-12-31 00:00:00,"27",$1620000.00,"Y","N",,"Y","N","N"
"872714514RR0001",2024-12-31 00:00:00,"27",$2019032.00,"Y","N",,"N","N","N"
"872722368RR0001",2024-12-31 00:00:00,"27",$216997.00,,,,,,"Y"
"872766514RR0001",2024-12-31 00:00:00,"27",$62767.00,"N","N",,"N","Y","N"
"872920723RR0001",2024-12-31 00:00:00,"27",$335990.00,"Y","N",,"Y","Y","N"
"872922612RR0001",2024-3-31 00:00:00,"27",$13500.00,"Y","N",,"N","N","N"
"872926365RR0001",2024-12-31 00:00:00,"27",$6946.00,"Y","N",,"N","N","N"
"873029102RR0001",2024-3-31 00:00:00,"27",$786536.00,"Y","N",,"Y","Y","N"
"873084917RR0001",2024-6-30 00:00:00,"27",$30000.00,"Y","N",,"N","N","N"
"873208664RR0001",2024-3-31 00:00:00,"27",$419398.00,"Y","N",,"N","Y","N"
"873253090RR0001",2024-12-31 00:00:00,"27",$554508.00,"N","N",,"N","Y","N"
"873347769RR0001",2024-6-30 00:00:00,"27",$44823.00,,,,,,
"873440846RR0001",2024-11-30 00:00:00,"27",$70581.00,"Y","N",,"N","Y","N"
"873483978RR0001",2024-6-30 00:00:00,"27",$3500.00,"Y","N",,"N","N","N"
"873609655RR0001",2024-12-31 00:00:00,"27",$120228.00,"N","N",,"N","N","N"
"873682868RR0001",2024-5-31 00:00:00,"27",$600176.00,"N","N",,"N","Y","N"
"873715205RR0001",2024-6-30 00:00:00,"27",$50521.00,"N","N",,"N","Y","N"
"873719033RR0001",2024-12-31 00:00:00,"27",$19116.00,"N","N",,"Y","Y","N"
"873747828RR0001",2024-3-31 00:00:00,"27",,"N","N",,"N","N","Y"
"873818215RR0001",2024-6-8 00:00:00,"27",$14152.00,"N","N",,"Y","Y","N"
"873837363RR0001",2024-3-31 00:00:00,"27",$2000.00,"N","N",,"N","N","N"
"873972798RR0001",2024-3-31 00:00:00,"27",$11046.00,"Y","N",,"N","N","N"
"874045065RR0001",2024-12-31 00:00:00,"27",$22290.00,"Y","N",,"N","N","N"
"874135502RR0001",2024-3-31 00:00:00,"27",$4624.00,"N","N",,"N","N","N"
"874181803RR0001",2024-11-30 00:00:00,"27",,"N","N",,"N","Y","N"
"874416357RR0001",2024-12-31 00:00:00,"27",$27627.00,"N","N",,"Y","N","N"
"874553704RR0001",2024-12-31 00:00:00,"27",$28695.00,"N","N",,"N","N","N"
"874562804RR0001",2024-6-30 00:00:00,"27",$14689.00,"Y","N",,"N","N","N"
"874628522RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","Y","Y"
"874660426RR0001",2024-12-31 00:00:00,"27",$2270.00,"Y","N",,"N","N","N"
"874837602RR0001",2024-12-31 00:00:00,"27",$129397.00,"N","N",,"N","Y","N"
"875009425RR0001",2024-12-31 00:00:00,"27",$35758.00,"Y","N",,"N","N","N"
"875035305RR0001",2024-12-31 00:00:00,"27",$1000.00,"N","N",,"N","N","N"
"875106817RR0001",2024-3-31 00:00:00,"27",$25638.00,"Y","N",,"N","N","N"
"875147829RR0001",2024-12-31 00:00:00,"27",$62769.00,"Y","N",,"Y","N","N"
"875212912RR0001",2024-12-31 00:00:00,"27",$559368.00,"Y","N",,"N","N","N"
"875223216RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","Y","N"
"875224214RR0001",2024-4-30 00:00:00,"27",$5000.00,"Y","N",,"N","N","N"
"875266405RR0001",2024-12-31 00:00:00,"27",$1323.00,"Y","N",,"N","Y","N"
"875378226RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"875385429RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","Y","N"
"875755811RR0001",2024-12-31 00:00:00,"27",$283239.00,"N","N",,"Y","N","N"
"875773723RR0001",2024-12-31 00:00:00,"27",$500.00,"N","N",,"N","N","N"
"875813792RR0001",2024-12-31 00:00:00,"27",$12036.00,"Y","N",,"N","Y","N"
"875828808RR0001",2024-12-31 00:00:00,"27",$267211.00,"Y","N",,"Y","N","N"
"875843518RR0001",2024-4-30 00:00:00,"27",$146923.00,"N","N",,"Y","Y","N"
"875849192RR0001",2024-9-30 00:00:00,"27",$1429264.00,"Y","N",,"N","N","N"
"875890931RR0001",2024-6-30 00:00:00,"27",$152196.00,"N","N",,"N","N","N"
"875912701RR0001",2024-9-30 00:00:00,"27",$5406166.00,"Y","N",,"N","N","N"
"876013004RR0001",2024-3-31 00:00:00,"27",$51381.00,"Y","N",,"Y","Y","N"
"876093709RR0001",2024-6-30 00:00:00,"27",$31396.00,"N","N",,"Y","Y","N"
"876115908RR0001",2024-12-31 00:00:00,"27",$47258.00,"N","N",,"N","Y","N"
"876304676RR0001",2024-12-31 00:00:00,"27",$201071.00,"Y","N",,"Y","Y","N"
"876386913RR0001",2024-7-31 00:00:00,"27",,"N","N",,"N","N","N"
"876404328RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,
"876454604RR0001",2024-12-31 00:00:00,"27",$35790.00,"Y","N",,"Y","Y","N"
"876859919RR0001",2024-12-31 00:00:00,"27",$12766.00,"Y","N",,"N","N","N"
"877017418RR0001",2024-12-31 00:00:00,"27",$41304.00,"Y","N",,"N","N","N"
"877094516RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,
"877195610RR0001",2024-8-31 00:00:00,"27",$28555.00,"N","N",,"Y","N","N"
"877292003RR0001",2024-12-31 00:00:00,"27",$4124.00,"Y","N",,"N","Y","N"
"877516385RR0001",2024-6-30 00:00:00,"27",$400686.00,"Y","N",,"N","N","N"
"877819581RR0001",2024-6-30 00:00:00,"27",$110000.00,"N","N",,"N","N","N"
"877834903RR0001",2024-7-31 00:00:00,"27",,,"N",,"N","N","Y"
"877897140RR0001",2024-12-31 00:00:00,"27",$6653.00,"N","N",,"N","Y","N"
"877901363RR0001",2024-6-30 00:00:00,"27",,"N","N",,"N","N","N"
"878276922RR0001",2024-12-31 00:00:00,"27",$19053.00,"N","N",,"N","Y","N"
"878346766RR0001",2024-12-31 00:00:00,"27",$465930.00,"Y","N",,"N","N","N"
"878494962RR0001",2024-12-31 00:00:00,"27",$62790.00,"Y","N",,"Y","Y","N"
"878544204RR0001",2024-6-30 00:00:00,"27",$38632.00,"N","N",,"N","N","N"
"878776947RR0001",2024-12-31 00:00:00,"27",$6210.00,"N","N",,"N","Y","N"
"878961218RR0001",2024-3-31 00:00:00,"27",$2500.00,"Y","N",,"N","N","N"
"879167203RR0001",2024-12-31 00:00:00,"27",$304522.00,"Y","N",,"N","Y","N"
"879188167RR0001",2024-12-31 00:00:00,"27",$97079.00,"Y","N",,"N","N","N"
"879350312RR0001",2024-12-31 00:00:00,"27",$2163203.00,"Y","N",,"N","Y","N"
"879392108RR0001",2024-12-31 00:00:00,"27",$3165882.00,"Y","N",,"N","Y","N"
"879427300RR0001",2024-5-31 00:00:00,"27",$28252.00,"Y","N",,"N","N","N"
"879517712RR0001",2024-12-31 00:00:00,"27",$5277364.00,"Y","N",,"N","Y","N"
"879550515RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"879787513RR0001",2024-6-30 00:00:00,"27",$4758.00,"Y","N",,"N","N","N"
"879963411RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"880255229RR0001",2024-12-31 00:00:00,"27",$28591.00,"N","N",,"N","Y","N"
"880320411RR0001",2024-10-16 00:00:00,"27",,"N","N",,"N","N","N"
"880377965RR0001",2024-6-30 00:00:00,"27",$4250.00,"Y","N",,"N","N","N"
"880623962RR0001",2024-3-31 00:00:00,"27",$10836.00,"Y","N",,"N","N","N"
"880655014RR0001",2024-12-31 00:00:00,"27",$12020.00,"N","N",,"Y","N","N"
"880798806RR0001",2024-12-31 00:00:00,"27",$11851.00,"Y","N",,"N","N","N"
"880835434RR0001",2024-12-31 00:00:00,"27",$14650.00,"N","N",,"N","N","N"
"880953468RR0001",2024-12-31 00:00:00,"27",$4213.00,"N","N",,"N","N","N"
