"BN/Registration number","Fiscal period end","Form ID","200","210","220","230","240","250","260"
"100072586RR0001",2024-12-31 00:00:00,"27",$37265985.00,"Y","Y",$27687828.00,"Y","N","N"
"100301894RR0001",2024-3-31 00:00:00,"27",,"N","N",,"N","N","N"
"100764638RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"100764646RR0001",2024-12-31 00:00:00,"27",$67221.00,"Y","N",,"N","N","N"
"100766427RR0001",2024-9-30 00:00:00,"27",$585285.00,"N","N",,"N","N","N"
"100773365RR0001",2024-3-31 00:00:00,"27",$8200.00,"N","N",,"N","N","N"
"101098168RR0001",2024-3-31 00:00:00,"27",$2000.00,"N","N",,"N","N","N"
"102934163RR0001",2024-12-31 00:00:00,"27",$60000.00,"Y","N",,"N","N","N"
"102992047RR0001",2024-3-31 00:00:00,"27",$125889.00,"N","N",,"Y","N","N"
"103066064RR0001",2024-6-30 00:00:00,"27",$1088452.00,"Y","N",,"N","N","N"
"103309431RR0001",2024-6-30 00:00:00,"27",$255085.00,"N","N",,"Y","N","N"
"103481032RR0001",2024-3-31 00:00:00,"27",$154250.00,"Y","Y",$2212783.00,"N","N","N"
"103608717RR0001",2024-3-31 00:00:00,"27",$925141.00,"Y","N",,"Y","N","N"
"104483680RR0001",2024-3-31 00:00:00,"27",$2000.00,"Y","N",,"N","N","N"
"104904560RR0001",2024-12-31 00:00:00,"27",$104838.00,"N","N",,"Y","N","N"
"105194872RR0001",2024-6-30 00:00:00,"27",$1204337.00,"Y","N",,"Y","N","N"
"105198873RR0001",2024-3-31 00:00:00,"27",$2427922.00,"N","N",,"Y","Y","N"
"105210017RR0001",2024-12-31 00:00:00,"27",$33088.00,"N","N",,"N","N","N"
"105474183RR0001",2024-12-31 00:00:00,"27",$3822.00,"N","N",,"N","N","N"
"105645212RR0001",2024-8-31 00:00:00,"27",$773389.00,"N","N",,"Y","N","N"
"106422421RR0001",2024-3-31 00:00:00,"27",$38330.00,"N","N",,"N","Y","N"
"106680838RR0001",2024-12-31 00:00:00,"27",$7300.00,"N","N",,"N","Y","N"
"106700172RR0001",2024-12-31 00:00:00,"27",$65526.00,"Y","N",,"Y","Y","N"
"106708159RR0001",2024-12-31 00:00:00,"27",$1200.00,"N","N",,"N","N","N"
"106718919RR0001",2024-12-31 00:00:00,"27",$0.00,"N","N",,"N","N","N"
"106735400RR0001",2024-3-31 00:00:00,"27",,"N","N",,"N","N","Y"
"106735830RR0001",2024-3-31 00:00:00,"27",$46402.00,"Y","N",,"Y","N","N"
"106740905RR0001",2024-12-31 00:00:00,"27",$500.00,"N","N",,"N","N","N"
"106771710RR0001",2024-6-30 00:00:00,"27",$616174.00,"Y","N",,"Y","N","N"
"106788490RR0001",2024-8-31 00:00:00,"27",$7250.00,"N","N",,"Y","Y","N"
"106788813RR0001",2024-12-31 00:00:00,"27",$94773.00,"Y","N",,"N","N","N"
"106788862RR0001",2024-12-31 00:00:00,"27",$7590.00,"Y","N",,"N","N","N"
"106789100RR0001",2024-6-30 00:00:00,"27",$30785.00,"N","N",,"Y","Y","N"
"106789118RR0001",2024-12-31 00:00:00,"27",$13016.00,"Y",,,,,
"106789910RR0001",2024-12-31 00:00:00,"27",$1800.00,"N","N",,"N","N","N"
"106792013RR0001",2024-12-31 00:00:00,"27",$5234.00,"Y","N",,"N","Y","N"
"106792120RR0001",2024-12-31 00:00:00,"27",$134367.00,"Y","N",,"Y","N","N"
"106794050RR0001",2024-12-31 00:00:00,"27",$38323.00,"N","N",,"N","Y","N"
"106799349RR0001",2024-6-30 00:00:00,"27",$925467.00,"Y","N",,"Y","Y","N"
"106812597RR0001",2024-7-31 00:00:00,"27",$15437.00,"Y","N",,"N","Y","N"
"106814411RR0001",2024-3-31 00:00:00,"27",,"N","N",,"N","N","N"
"106830342RR0001",2024-12-31 00:00:00,"27",$39162.00,"Y","N",,"N","Y","N"
"106832504RR0001",2024-12-31 00:00:00,"27",$0.00,"N","N",,"Y","Y","N"
"106832744RR0001",2024-12-31 00:00:00,"27",$1100.00,"Y","N",,"N","N","N"
"106833577RR0001",2024-12-31 00:00:00,"27",$2447.00,"N","N",,"N","Y","N"
"106834120RR0001",2024-12-31 00:00:00,"27",$15550.00,"Y","N",,"N","N","N"
"106836786RR0001",2024-12-31 00:00:00,"27",$326990.00,"N","N",,"Y","Y","N"
"106837347RR0001",2024-6-30 00:00:00,"27",,"Y","N",,"N","N","N"
"106842578RR0001",2024-12-31 00:00:00,"27",$258207.00,"Y","N",,"N","N","N"
"106844640RR0001",2024-12-31 00:00:00,"27",$57146.00,"Y","N",,"Y","Y","N"
"106845969RR0001",2024-9-30 00:00:00,"27",$35000.00,"Y","N",,"N","N","N"
"106846942RR0001",2024-8-31 00:00:00,"27",$0.00,"N","N",,"N","N","Y"
"106863038RR0001",2024-3-31 00:00:00,"27",$12399442.00,"Y","Y",$5355288.00,"N","N","N"
"106863061RR0001",2024-4-30 00:00:00,"27",$17522275.00,"Y","N",,"N","N","Y"
"106864242RR0001",2024-12-31 00:00:00,"27",$137391.00,"N","N",,"Y","Y","N"
"106864242RR0012",2024-12-31 00:00:00,"27",$10000.00,"N","N",,"N","N","N"
"106864242RR0015",2024-12-31 00:00:00,"27",$16672.00,"Y","N",,"N","N","N"
"106865934RR0001",2024-12-31 00:00:00,"27",$32340.00,"Y","N",,"N","N","N"
"106866106RR0001",2024-12-31 00:00:00,"27",$98605.00,"N","N",,"N","N","N"
"106868847RR0001",2024-12-31 00:00:00,"27",$2313676.00,"Y","N",,"Y","Y","N"
"106877624RR0001",2024-12-31 00:00:00,"27",$31848.00,"N","N",,"N","Y","N"
"106880107RR0057",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"106883747RR0001",2024-6-30 00:00:00,"27",$156603.00,"N","N",,"Y","N","N"
"106883804RR0001",2024-6-30 00:00:00,"27",$257781.00,"N","Y",$257781.00,"N","N","N"
"106883978RR0001",2024-6-30 00:00:00,"27",,"N","Y",,"N","N","N"
"106884190RR0001",2024-6-30 00:00:00,"27",,"N","N",,"N","N","N"
"106884760RR0001",2024-3-31 00:00:00,"27",$3021765.00,"N","N",,"Y","N","N"
"106885585RR0001",2024-6-30 00:00:00,"27",$133961.00,"N","N",,"Y","Y","N"
"106897689RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"106908197RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"106913502RR0001",2024-12-31 00:00:00,"27",$338871.00,"N","N",,"Y","N","N"
"106913627RR0001",2024-3-31 00:00:00,"27",$709377.00,"Y","N",,"N","N","N"
"106915556RR0001",2024-12-31 00:00:00,"27",$12169.00,"N","N",,"Y","Y","N"
"106915598RR0001",2024-12-31 00:00:00,"27",$25989.00,"N","N",,"Y","N","N"
"106917685RR0001",2024-12-31 00:00:00,"27",$890.00,"N","N",,"N","Y","N"
"106918329RR0001",2024-6-30 00:00:00,"27",$24863209.00,"Y","N",,"N","N","Y"
"106918485RR0001",2024-6-30 00:00:00,"27",$13000.00,"Y","N",,"N","N","N"
"106918543RR0001",2024-3-31 00:00:00,"27",$19929867.00,"Y","Y",$5181674.00,"Y","N","Y"
"106919160RR0001",2024-12-31 00:00:00,"27",$105951.00,"Y","N",,"N","N",
"106923188RR0001",2024-12-31 00:00:00,"27",$25200.00,"Y","N",,"N","N","N"
"106924301RR0001",2024-8-31 00:00:00,"27",$7048.00,"N","N",,"Y","N","N"
"106924657RR0001",2024-12-31 00:00:00,"27",$0.00,"N","N",,"N","N","N"
"106925324RR0001",2024-12-31 00:00:00,"27",$2500.00,"N","N",,"N","N","N"
"106926827RR0001",2024-12-31 00:00:00,"27",$119915.00,"Y","N",,"Y","Y","Y"
"106952195RR0001",2024-12-31 00:00:00,"27",$1200.00,"Y","N",,"N","N","N"
"106952559RR0001",2024-3-31 00:00:00,"27",$174767.00,"N","N",,"N","N","Y"
"106953128RR0001",2024-6-30 00:00:00,"27",,"N","Y",$518585.00,"N","N","N"
"106954019RR0001",2024-3-31 00:00:00,"27",$2663633.00,"N","N",,"Y","N","N"
"106954217RR0001",2024-6-30 00:00:00,"27",$207140.00,"N",,,"Y","N","N"
"106954241RR0001",2024-6-30 00:00:00,"27",$7822.00,"N","N",,"N","N","N"
"106954290RR0001",2024-12-31 00:00:00,"27",$18585.00,"Y","N",,"N","N","N"
"106954993RR0001",2024-4-30 00:00:00,"27",$54366.00,"N","N",,"Y","Y","N"
"106960610RR0001",2024-8-31 00:00:00,"27",$4006.00,"Y","N",,"N","Y","N"
"106960719RR0001",2024-6-30 00:00:00,"27",$22633.00,"N","N",,"N","N","Y"
"106961378RR0001",2024-12-31 00:00:00,"27",$7507.00,"Y","N",,"N","N","N"
"106966591RR0001",2024-4-30 00:00:00,"27",$24933.00,"Y","N",,"Y","N","N"
"106967086RR0001",2024-3-31 00:00:00,"27",$1160540.00,"Y","N",,"Y","Y","N"
"106967490RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"106967904RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"106983935RR0001",2024-7-31 00:00:00,"27",$27618.00,"Y",,,,,
"106984396RR0001",2024-8-31 00:00:00,"27",,"Y","N",,"N","N","N"
"106993926RR0001",2024-8-31 00:00:00,"27",$554104.00,"Y","N",,"N","N","N"
"106994437RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"107007932RR0001",2024-12-31 00:00:00,"27",$7087.00,"N","N",,"N","Y","N"
"107020331RR0013",2024-12-31 00:00:00,"27",$3000.00,"N","N",,"Y","N","N"
"107269664RR0001",2024-12-31 00:00:00,"27",$2800.00,"N","N",,"N","Y","N"
"107273989RR0001",2024-3-31 00:00:00,"27",$628892.00,"N","N",,"Y","N","N"
"107274235RR0001",2024-12-31 00:00:00,"27",$2908.00,"N","N",,"N","N","N"
"107275471RR0001",2024-12-31 00:00:00,"27",$92150.00,"Y","N",,"N","N","N"
"107278905RR0001",2024-4-30 00:00:00,"27",$2869767.00,"N","N",,"Y","N","N"
"107282782RR0001",2024-12-31 00:00:00,"27",$74246.00,"Y","N",,"Y","Y","N"
"107286411RR0001",2024-12-31 00:00:00,"27",$1775.00,"N","N",,"N","N","N"
"107286759RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"107286791RR0001",2024-12-31 00:00:00,"27",$1029866.00,"N","N",,"Y","Y","N"
"107286858RR0001",2024-12-31 00:00:00,"27",$70000.00,"Y","N",,"N","Y","N"
"107293458RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"107304446RR0001",2024-8-31 00:00:00,"27",$995507.00,"Y","N",,"Y","Y","N"
"107304727RR0001",2024-12-31 00:00:00,"27",$249088.00,"Y","N",,"N","Y","N"
"107351538RR0001",2024-12-31 00:00:00,"27",$139000.00,"Y","N",,"N","N","N"
"107353682RR0001",2024-12-31 00:00:00,"27",$212720.00,"Y","N",,"N","N","N"
"107353864RR0001",2024-12-31 00:00:00,"27",$27494.00,"Y","N",,"Y","Y","N"
"107353922RR0001",2024-5-31 00:00:00,"27",$797644.00,"Y",,,,,
"107354334RR0001",2024-12-31 00:00:00,"27",$319192.00,"Y","N",,"N","N","N"
"107354557RR0001",2024-1-31 00:00:00,"27",$286426.00,"N","N",,"Y","Y","N"
"107354995RR0001",2024-8-31 00:00:00,"27",$148489.00,"N","N",,"Y","Y","N"
"107372567RR0001",2024-12-31 00:00:00,"27",$1200.00,"N","N",,"N","Y","N"
"107372575RR0001",2024-12-31 00:00:00,"27",$56070.00,"Y","N",,"Y","Y","N"
"107373839RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"Y","Y","N"
"107378408RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","Y","N"
"107379885RR0001",2024-12-31 00:00:00,"27",$74806.00,"Y","N",,"N","Y","N"
"107379943RR0001",2024-6-30 00:00:00,"27",$26821.00,"Y","N",,"N","N","N"
"107382624RR0001",2024-12-31 00:00:00,"27",$81664.00,"N","N",,"Y","Y","N"
"107383721RR0001",2024-6-30 00:00:00,"27",$27661.00,"N","N",,"Y","Y","N"
"107385916RR0001",2024-12-31 00:00:00,"27",$276.00,"N","N",,"N","N","N"
"107386864RR0001",2024-12-31 00:00:00,"27",$1949.00,"Y","N",,"N","N","N"
"107387193RR0002",2024-12-31 00:00:00,"27",$6700.00,"N","N",,"N","N","N"
"107387664RR0001",2024-12-31 00:00:00,"27",$33046.00,"N","N",,"N","N","N"
"107388233RR0001",2024-12-31 00:00:00,"27",$4017.00,"Y","N",,"N","N","N"
"107393134RR0001",2024-6-30 00:00:00,"27",$10698.00,"N","N",,"Y","N","N"
"107396905RR0002",2024-12-31 00:00:00,"27",$199225.00,"Y","N",,"N","N","N"
"107396905RR0024",2024-12-31 00:00:00,"27",$9568.00,"N","N",,"Y","Y","N"
"107396905RR0036",2024-12-31 00:00:00,"27",$81935.00,"N","N",,"Y","Y","N"
"107396905RR0040",2024-12-31 00:00:00,"27",$13504.00,"N","N",,"Y","Y","Y"
"107396905RR0064",2024-12-31 00:00:00,"27",$68.00,"N","N",,"Y","N","N"
"107396905RR0066",2024-12-31 00:00:00,"27",$1088.00,"N","N",,"N","Y","N"
"107396905RR0076",2024-12-31 00:00:00,"27",$0.00,"N","N",,"Y","N","N"
"107396905RR0079",2024-12-31 00:00:00,"27",,"Y","N",,"N","Y","N"
"107396905RR0082",2024-12-31 00:00:00,"27",$5740.00,"N","N",,"N","Y","N"
"107403677RR0001",2024-6-30 00:00:00,"27",$19126.00,"N","N",,"Y","Y","N"
"107403701RR0001",2024-3-31 00:00:00,"27",$22320.00,"N","N",,"Y","N","N"
"107406316RR0011",2024-12-31 00:00:00,"27",$1254245.00,"Y","N",,"N","N","N"
"107406316RR0029",2024-12-31 00:00:00,"27",$1714.00,"Y","N",,"N","N",
"107406316RR0042",2024-12-31 00:00:00,"27",$80155.00,"N","N",,"N","Y","N"
"107406472RR0001",2024-12-31 00:00:00,"27",$3630.00,"Y",,,,,
"107406787RR0001",2024-12-31 00:00:00,"27",$422868.00,"Y","N",,"N","N","N"
"107408536RR0001",2024-9-30 00:00:00,"27",$72783.00,"Y","N",,"Y","Y","N"
"107409310RR0001",2024-12-31 00:00:00,"27",$25231.00,"N","N",,"N","Y","N"
"107409328RR0001",2024-7-31 00:00:00,"27",$66199.00,"Y","N",,"Y","Y","N"
"107409757RR0001",2024-12-31 00:00:00,"27",$6600.00,"Y","N",,"N","N","N"
"107420994RR0001",2024-12-31 00:00:00,"27",$7015.00,"N","N",,"N","Y","N"
"107422586RR0001",2024-12-31 00:00:00,"27",$264090.00,"Y","N",,"N","N","N"
"107426769RR0001",2024-12-31 00:00:00,"27",$18920.00,"N","N",,"N","Y","N"
"107434573RR0001",2024-12-31 00:00:00,"27",$59741.00,"Y","N",,"N","N","N"
"107435935RR0001",2024-12-31 00:00:00,"27",$2326.00,"N","N",,"N","N","Y"
"107436636RR0001",2024-8-31 00:00:00,"27",$208740.00,"Y","N",,"Y","Y","N"
"107437352RR0001",2024-12-31 00:00:00,"27",$15518.00,"Y","N",,"Y","Y","N"
"107441834RR0001",2024-12-31 00:00:00,"27",$6615063.00,"Y","N",,"N","N","N"
"107443509RR0001",2024-8-31 00:00:00,"27",$11056.00,"Y","N",,"N","N","N"
"107444713RR0001",2024-12-31 00:00:00,"27",$2000.00,"N","N",,"N","N","N"
"107445116RR0001",2024-12-31 00:00:00,"27",$1392.00,"Y","N",,"N","N","N"
"107448219RR0001",2024-3-31 00:00:00,"27",$8100.00,"N","N",,"N","N","Y"
"107449902RR0001",2024-8-31 00:00:00,"27",$97569.00,"Y","N",,"N","N","N"
"107450447RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"107478836RR0001",2024-8-31 00:00:00,"27",$140728.00,"N","N",,"Y","N","N"
"107480626RR0001",2024-12-31 00:00:00,"27",$604701.00,"Y","N",,"Y","Y","Y"
"107483190RR0001",2024-12-31 00:00:00,"27",$21232.00,"Y","N",,"N","Y","N"
"107485633RR0001",2024-3-31 00:00:00,"27",$175788.00,"Y","N",,"Y","N","N"
"107488215RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"107490146RR0001",2024-12-31 00:00:00,"27",$8196356.00,"Y","Y",$1960459.00,"Y","Y","Y"
"107492928RR0001",2024-3-31 00:00:00,"27",$2558269.00,"Y","Y",$2558269.00,"Y","N","N"
"107497125RR0001",2024-12-31 00:00:00,"27",$31250828.00,"Y","N",,"N","N","N"
"107497273RR0001",2024-3-31 00:00:00,"27",$762259.00,"Y","Y",$484742.00,"Y","Y","N"
"107503617RR0001",2024-12-31 00:00:00,"27",$71235.00,"Y","N",,"N","N","N"
"107505588RR0001",2024-12-31 00:00:00,"27",$6750.00,"Y","N",,"N","N","N"
"107507394RR0001",2024-12-31 00:00:00,"27",$53358.00,"Y","N",,"N","Y","N"
"107507774RR0001",2024-12-31 00:00:00,"27",,"N","N",,"Y","N","Y"
"107508061RR0001",2024-10-31 00:00:00,"27",$35982.00,"N","N",,"Y","Y","N"
"107508160RR0001",2024-3-31 00:00:00,"27",$1399569.00,"Y","N",,"N","N","N"
"107509507RR0001",2024-3-31 00:00:00,"27",$306865.00,"Y","N",,"Y","N","N"
"107511586RR0001",2024-3-31 00:00:00,"27",$172182097.00,"Y","Y",$5723366.00,"Y","N","N"
"107513111RR0001",2024-9-30 00:00:00,"27",$26836.00,"N","N",,"Y","Y","N"
"107513160RR0001",2024-12-31 00:00:00,"27",$654458.00,"Y","N",,"Y","Y","N"
"107516171RR0001",2024-12-31 00:00:00,"27",$1609883.00,"Y","N",,"N","N","N"
"107526196RR0001",2024-12-31 00:00:00,"27",$2044322.00,"N","N",,"Y","Y","N"
"107527038RR0001",2024-3-31 00:00:00,"27",$3643.00,"Y","N",,"N","N","N"
"107534307RR0001",2024-12-31 00:00:00,"27",$1897774.00,"Y","N",,"Y","N","N"
"107535023RR0001",2024-12-31 00:00:00,"27",$564337.00,"Y","N",,"N","N","N"
"107536021RR0001",2024-12-31 00:00:00,"27",$28310.00,"N","N",,"N","Y","N"
"107554735RR0002",2024-3-31 00:00:00,"27",$309591.00,"Y","Y",$70067.00,"Y","N","N"
"107562563RR0001",2024-12-31 00:00:00,"27",$11066.00,"Y","N",,"N","N","N"
"107570327RR0001",2024-12-31 00:00:00,"27",$23820.00,"Y","N",,"N","Y","N"
"107570855RR0001",2024-4-30 00:00:00,"27",$68345.00,"N","N",,"Y","Y","N"
"107572596RR0001",2024-12-31 00:00:00,"27",$3000.00,"Y","N",,"N","N","N"
"107576613RR0001",2024-8-31 00:00:00,"27",$15760.00,"N","N",,"Y","Y","N"
"107579633RR0001",2024-3-31 00:00:00,"27",$304964.00,"N","Y",$130782.00,"Y","N","N"
"107585226RR0001",2024-4-30 00:00:00,"27",$262314.00,"N","N",,"Y","N","N"
"107601593RR0001",2024-8-31 00:00:00,"27",$772860.00,"Y","N",,"Y","Y","N"
"107604456RR0001",2024-12-31 00:00:00,"27",$400.00,"Y","N",,"N","N","N"
"107608614RR0001",2024-8-31 00:00:00,"27",$9521.00,"Y","N",,"N","N","N"
"107615767RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","Y","N"
"107616732RR0001",2024-8-31 00:00:00,"27",,"N","N",,"N","Y","N"
"107619272RR0002",2024-12-31 00:00:00,"27",,"Y",,,,,
"107621203RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"Y","Y","N"
"107621716RR0001",2024-6-30 00:00:00,"27",$102500.00,"N","N",,"N","N","N"
"107622037RR0001",2024-12-31 00:00:00,"27",,,,,,,
"107623068RR0001",2024-12-31 00:00:00,"27",$17616.00,"N","N",,"N","Y","N"
"107630873RR0001",2024-6-30 00:00:00,"27",$1729175.00,"Y","N",,"Y","Y","Y"
"107630931RR0001",2024-6-30 00:00:00,"27",$39706.00,"Y","N",,"Y","Y","N"
"107631111RR0001",2024-12-31 00:00:00,"27",$2750.00,"N","N",,"N","Y","N"
"107632325RR0001",2024-6-30 00:00:00,"27",$10533.00,"N","N",,"Y","N","N"
"107640385RR0001",2024-6-30 00:00:00,"27",$1100000.00,"Y","N",,"N","N","N"
"107650129RR0001",2024-12-31 00:00:00,"27",$456373.00,"N","N",,"Y","N","N"
"107654410RR0001",2024-12-31 00:00:00,"27",$447326.00,"N","N",,"N","N","N"
"107657678RR0001",2024-3-31 00:00:00,"27",$453279.00,"Y","Y",$453279.00,"Y","N","N"
"107659427RR0001",2024-3-31 00:00:00,"27",$8340.00,"N","N",,"Y","N","N"
"107663320RR0001",2024-12-31 00:00:00,"27",$4559.00,"N","N",,"Y","Y","N"
"107663890RR0001",2024-8-31 00:00:00,"27",$332993.00,"Y","N",,"Y","Y","N"
"107678195RR0001",2024-3-31 00:00:00,"27",$160463.00,"N","N",,"Y","N","N"
"107685620RR0001",2024-8-31 00:00:00,"27",$120829.00,"Y","N",,"N","Y","N"
"107688475RR0001",2024-12-31 00:00:00,"27",$30537.00,"N","N",,"Y","Y","N"
"107690141RR0001",2024-12-31 00:00:00,"27",$33893.00,"N","N",,"Y","Y","N"
"107690273RR0001",2024-3-31 00:00:00,"27",$1002119.00,"Y","N",,"Y","N","N"
"107690877RR0001",2024-3-31 00:00:00,"27",$31981013.00,"Y","Y",$19648413.00,"Y","Y","Y"
"107691057RR0001",2024-6-30 00:00:00,"27",$25476528.00,"Y","Y",$19545841.00,"Y","N","N"
"107691065RR0001",2024-6-30 00:00:00,"27",$263968.00,"Y","N",,"Y","Y","Y"
"107701443RR0001",2024-12-31 00:00:00,"27",$16180.00,"N","N",,"Y","Y","N"
"107702334RR0001",2024-5-31 00:00:00,"27",$251784.00,"N","N",,"Y","Y","N"
"107707218RR0001",2024-12-31 00:00:00,"27",$45.00,"N","N",,"N","N","N"
"107717357RR0001",2024-4-30 00:00:00,"27",$45471.00,"N","N",,"Y","Y","N"
"107724478RR0001",2024-8-31 00:00:00,"27",,"Y","Y",$4811.00,"N","Y","N"
"107726952RR0001",2024-6-30 00:00:00,"27",$24437.00,"N","N",,"N","Y","N"
"107746174RR0001",2024-12-31 00:00:00,"27",$90589.00,"Y","N",,"N","N","N"
"107756819RR0001",2024-6-30 00:00:00,"27",$229586.00,"Y","N",,"N","N","N"
"107761710RR0001",2024-4-30 00:00:00,"27",$31288.00,"Y","N",,"N","N","N"
"107761728RR0001",2024-4-30 00:00:00,"27",$0.00,"N","N",,"N","N","N"
"107766560RR0001",2024-11-30 00:00:00,"27",$14861.00,"N","N",,"N","Y","N"
"107770703RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"107771024RR0001",2024-12-31 00:00:00,"27",$20968.00,"N","N",,"N","N","N"
"107771065RR0001",2024-9-30 00:00:00,"27",$951236.00,"Y","N",,"N","Y","N"
"107771958RR0001",2024-12-31 00:00:00,"27",$15000.00,"Y","N",,"N","N","N"
"107772139RR0001",2024-12-31 00:00:00,"27",$5516509.00,"Y","N",,"Y","Y","N"
"107779746RR0001",2024-12-31 00:00:00,"27",$36670.00,"N","N",,"Y","Y","N"
"107779746RR0002",2024-12-31 00:00:00,"27",$763729.00,"N","N",,"Y","Y","N"
"107779761RR0001",2024-8-31 00:00:00,"27",$1888868.00,"Y","N",,"Y","Y","N"
"107779936RR0001",2024-12-31 00:00:00,"27",$3359.00,"N","N",,"N","Y","N"
"107781205RR0001",2024-3-31 00:00:00,"27",$1110051.00,"Y","N",,"Y","N","N"
"107781379RR0001",2024-3-31 00:00:00,"27",$2313901.00,"Y","N",,"N","N","N"
"107784696RR0001",2024-12-31 00:00:00,"27",$10390.00,"N","N",,"N","N","N"
"107784829RR0001",2024-6-30 00:00:00,"27",,"N",,,,,
"107785610RR0001",2024-12-31 00:00:00,"27",$65107.00,"Y","N",,"N","N","N"
"107785628RR0001",2024-4-30 00:00:00,"27",$13415.00,"N","N",,"Y","Y","N"
"107785677RR0001",2024-3-31 00:00:00,"27",$505384.00,"Y","N",,"N","N","N"
"107785685RR0001",2024-12-31 00:00:00,"27",$85655.00,"Y","N",,"Y","Y","N"
"107790313RR0001",2024-12-31 00:00:00,"27",$17191.00,"N","N",,"N","Y","N"
"107797136RR0001",2024-3-31 00:00:00,"27",$69314.00,"N","N",,"N","Y","N"
"107798100RR0001",2024-6-30 00:00:00,"27",$108196.00,"Y","N",,"N","N","N"
"107801755RR0001",2024-12-31 00:00:00,"27",$1254088.00,"Y","N",,"Y","Y","N"
"107801771RR0001",2024-12-31 00:00:00,"27",$1017300.00,"Y","N",,"Y","Y","N"
"107802555RR0001",2024-4-30 00:00:00,"27",$16848.00,"Y","N",,"N","N","N"
"107808750RR0001",2024-12-31 00:00:00,"27",$383399.00,"Y","N",,"Y","Y","N"
"107808990RR0001",2024-12-31 00:00:00,"27",$2157717.00,"Y","N",,"Y","Y","N"
"107809121RR0001",2024-12-31 00:00:00,"27",$6669.00,"N","N",,"N","N","N"
"107817082RR0001",2024-9-30 00:00:00,"27",$1383576.00,"Y","Y",$1383576.00,"Y","N","N"
"107833295RR0374",2024-12-31 00:00:00,"27",$370887.00,"Y","N",,"Y","N","N"
"107834863RR0001",2024-7-31 00:00:00,"27",$211994.00,"N","N",,"Y","Y","N"
"107834889RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"107834939RR0001",2024-12-31 00:00:00,"27",$25043.00,"Y","N",,"N","N","N"
"107835167RR0001",2024-12-31 00:00:00,"27",$14695.00,"N","N",,"Y","Y","N"
"107848319RR0001",2024-6-30 00:00:00,"27",$324036.00,"Y","Y",$3262929.00,"Y","N","N"
"107855116RR0001",2024-6-30 00:00:00,"27",$81312.00,"N","N",,"Y","N","N"
"107855496RR0001",2024-12-31 00:00:00,"27",$37165.00,"Y","N",,"N","N","N"
"107867996RR0001",2024-12-31 00:00:00,"27",$4200.00,"N","N",,"Y","N","Y"
"107868705RR0001",2024-4-30 00:00:00,"27",$12779463.00,"Y","N",,"Y","N","N"
"107869075RR0001",2024-12-31 00:00:00,"27",,,"N",,"N","N","N"
"107869596RR0001",2024-12-31 00:00:00,"27",$9083.00,"N","N",,"Y","Y","N"
"107876476RR0050",2024-12-31 00:00:00,"27",$1060.00,"N","N",,"N","N","N"
"107879215RR0001",2024-12-31 00:00:00,"27",$102496.00,"Y","N",,"N","N","N"
"107880163RR0001",2024-3-31 00:00:00,"27",,"N","N",,"Y","N","N"
"107881872RR0001",2024-6-30 00:00:00,"27",$62875.00,"Y","N",,"Y","Y","N"
"107884025RR0001",2024-12-31 00:00:00,"27",$10660.00,"N","N",,"N","N","N"
"107894982RR0001",2024-12-31 00:00:00,"27",$22724.00,"N","N",,"Y","Y","N"
"107898470RR0001",2024-12-31 00:00:00,"27",$4166.00,"N","N",,"N","N","N"
"107906851RR0001",2024-12-31 00:00:00,"27",$121219.00,"Y","N",,"Y","Y","N"
"107910259RR0015",2024-12-31 00:00:00,"27",$33715.00,"Y","N",,"N","N","N"
"107910259RR0207",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"107910259RR0228",2024-12-31 00:00:00,"27",$800.00,"Y",,,,,
"107913337RR0001",2024-3-31 00:00:00,"27",$1162321.00,"Y","Y",$1162321.00,"Y","Y","N"
"107946402RR0001",2024-12-31 00:00:00,"27",$264.00,"Y","N",,"N","N","N"
"107947210RR0001",2024-12-31 00:00:00,"27",$200.00,"N","N",,"N","Y","N"
"107951618RR0001",2024-3-31 00:00:00,"27",$6265055.00,"Y","N",,"N","Y","N"
"107951618RR0012",2024-3-31 00:00:00,"27",,"N","N",,"N","N","N"
"107951618RR0601",2024-3-31 00:00:00,"27",$41955.00,"N","N",,"Y","Y","N"
