"BN/Registration number","Fiscal period end","Form ID","100","110","111","112","120","130"
"118985613RR0001",2024-12-31 00:00:00,"27",,,,,,
"118985696RR0001",2024-12-31 00:00:00,"27",,,,,,
"118985712RR0001",2024-12-31 00:00:00,"27",,,,,,
"118985720RR0001",2024-12-31 00:00:00,"27",,,,,,
"118985761RR0001",2024-12-31 00:00:00,"27",,,,,,
"118985787RR0001",2024-12-31 00:00:00,"27",,,,,,
"118985795RR0001",2024-12-31 00:00:00,"27",,,,,,
"118985811RR0001",2024-12-31 00:00:00,"27",,,,,,
"118985878RR0001",2024-12-31 00:00:00,"27",,,,,,
"118985886RR0001",2024-12-31 00:00:00,"27",,,,,,
"118985977RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986132RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986140RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986181RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986215RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986223RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986231RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986249RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986256RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986298RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986314RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986322RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986371RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986413RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986447RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986462RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986488RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986496RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986512RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986546RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986579RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986595RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986603RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986629RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986686RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986694RR0001",2024-8-31 00:00:00,"27",,,,,,
"118986751RR0001",2024-10-31 00:00:00,"27",,,,,,
"118986769RR0001",2024-5-31 00:00:00,"27",,,,,,
"118986777RR0001",2024-6-30 00:00:00,"27",,,,,,
"118986801RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986850RR0001",2024-11-30 00:00:00,"27",,,,,,
"118986884RR0001",2024-12-31 00:00:00,"27",,,,,,
"118986892RR0001",2024-6-30 00:00:00,"27",,,,,,
"118986959RR0001",2024-12-31 00:00:00,"27",,,,,,
"118987007RR0001",2024-3-31 00:00:00,"27",,,,,,
"118987023RR0001",2024-12-31 00:00:00,"27",,,,,,
"118987247RR0001",2024-5-31 00:00:00,"27",,,,,,
"118987262RR0001",2024-12-31 00:00:00,"27",,,,,,
"118987296RR0001",2024-12-31 00:00:00,"27",,,,,,
"118987304RR0001",2024-12-31 00:00:00,"27",,,,,,
"118987346RR0001",2024-12-31 00:00:00,"27",,,,,,
"118987353RR0001",2024-12-31 00:00:00,"27",,,,,,
"118987445RR0001",2024-12-31 00:00:00,"27",,,,,,
"118987460RR0001",2024-3-31 00:00:00,"27",,,,,,
"118987478RR0001",2024-3-31 00:00:00,"27",,,,,,
"118987544RR0001",2024-12-31 00:00:00,"27",,,,,,
"118987551RR0001",2024-8-31 00:00:00,"27",,,,,,
"118987569RR0001",2024-3-31 00:00:00,"27","N","N",,,,
"118987577RR0001",2024-6-30 00:00:00,"27",,,,,,
"118987601RR0001",2024-3-31 00:00:00,"27",,,,,,
"118987619RR0001",2024-8-31 00:00:00,"27",,,,,,
"118987643RR0001",2024-12-31 00:00:00,"27",,,,,,
"118987700RR0001",2024-3-31 00:00:00,"27",,,,,,
"118987817RR0001",2024-3-31 00:00:00,"27",,,,,,
"118987833RR0001",2024-6-30 00:00:00,"27",,,,,,
"118987858RR0001",2024-3-31 00:00:00,"27",,,,,,
"118987874RR0001",2024-12-31 00:00:00,"27",,,,,,
"118987916RR0001",2024-3-31 00:00:00,"27",,,,,,
"118987999RR0001",2024-8-31 00:00:00,"27",,,,,,
"118988005RR0001",2024-12-31 00:00:00,"27",,,,,,
"118988088RR0001",2024-12-31 00:00:00,"27",,,,,,
"118988096RR0001",2024-12-31 00:00:00,"27",,,,,,
"118988112RR0001",2024-12-31 00:00:00,"27",,,,,,
"118988385RR0001",2024-3-31 00:00:00,"27",,,,,,
"118988435RR0001",2024-12-31 00:00:00,"27",,,,,,
"118988476RR0001",2024-3-31 00:00:00,"27",,,,,,
"118988534RR0001",2024-8-31 00:00:00,"27",,,,,,
"118988542RR0001",2024-8-31 00:00:00,"27",,,,,,
"118988583RR0001",2024-12-31 00:00:00,"27",,,,,,
"118988609RR0001",2024-3-31 00:00:00,"27",,,,,,
"118988641RR0001",2024-12-31 00:00:00,"27",,,,,,
"118988658RR0001",2024-12-31 00:00:00,"27",,,,,,
"118988666RR0001",2024-12-31 00:00:00,"27",,,,,,
"118988690RR0001",2024-6-30 00:00:00,"27",,,,,,
"118988724RR0001",2024-12-31 00:00:00,"27",,,,,,
"118988732RR0001",2024-6-30 00:00:00,"27",,,,,,
"118988757RR0001",2024-6-30 00:00:00,"27",,,,,,
"118988799RR0001",2024-12-31 00:00:00,"27",,,,,,
"118988807RR0001",2024-12-31 00:00:00,"27",,,,,,
"118989359RR0001",2024-1-31 00:00:00,"27",,,,,,
"118989375RR0001",2024-3-31 00:00:00,"27",,,,,,
"118989417RR0001",2024-12-31 00:00:00,"27",,,,,,
"118989458RR0001",2024-3-31 00:00:00,"27",,,,,,
"118989607RR0001",2024-3-31 00:00:00,"27",,,,,,
"118989631RR0001",2024-10-31 00:00:00,"27",,,,,,
"118989672RR0001",2024-12-31 00:00:00,"27",,,,,,
"118989755RR0001",2024-12-31 00:00:00,"27",,,,,,
"118989862RR0001",2024-3-31 00:00:00,"27",,,,,,
"118989870RR0001",2024-3-31 00:00:00,"27",,,,,,
"118990092RR0001",2024-4-30 00:00:00,"27",,,,,,
"118990142RR0001",2024-12-31 00:00:00,"27",,,,,,
"118990217RR0001",2024-5-31 00:00:00,"27",,,,,,
"118990225RR0001",2024-8-31 00:00:00,"27",,,,,,
"118990258RR0001",2024-7-31 00:00:00,"27",,,,,,
"118990282RR0001",2024-12-31 00:00:00,"27",,,,,,
"118990373RR0001",2024-9-30 00:00:00,"27",,,,,,
"118990407RR0001",2024-12-31 00:00:00,"27",,,,,,
"118990514RR0001",2024-12-31 00:00:00,"27",,,,,,
"118991231RR0001",2024-12-31 00:00:00,"27",,,,,,
"118991306RR0001",2024-12-31 00:00:00,"27",,,,,,
"118991660RR0001",2024-12-31 00:00:00,"27",,,,,,
"118991678RR0001",2024-12-31 00:00:00,"27",,,,,,
"118991694RR0001",2024-12-31 00:00:00,"27",,,,,,
"118992049RR0001",2024-12-31 00:00:00,"27",,,,,,
"118992155RR0001",2024-12-31 00:00:00,"27",,,,,,
"118992197RR0001",2024-12-31 00:00:00,"27",,,,,,
"118992536RR0001",2024-12-31 00:00:00,"27",,,,,,
"118992585RR0001",2024-12-31 00:00:00,"27",,,,,,
"118992627RR0001",2024-12-31 00:00:00,"27",,,,,,
"118992668RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993021RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993039RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993245RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993302RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993336RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993666RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993674RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993740RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993757RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993773RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993849RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993880RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993906RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993922RR0001",2024-12-31 00:00:00,"27",,,,,,
"118993989RR0001",2024-12-31 00:00:00,"27",,,,,,
"118994094RR0001",2024-12-31 00:00:00,"27",,,,,,
"118994102RR0001",2024-12-31 00:00:00,"27",,,,,,
"118994144RR0001",2024-12-31 00:00:00,"27",,,,,,
"118994243RR0001",2024-12-31 00:00:00,"27",,,,,,
"118994250RR0001",2024-12-31 00:00:00,"27",,,,,,
"118994482RR0001",2024-12-31 00:00:00,"27",,,,,,
"118994532RR0001",2024-12-31 00:00:00,"27",,,,,,
"118994854RR0001",2024-12-31 00:00:00,"27",,,,,,
"118994896RR0001",2024-12-31 00:00:00,"27",,,,,,
"118994946RR0001",2024-12-31 00:00:00,"27",,,,,,
"118995166RR0001",2024-12-31 00:00:00,"27",,,,,,
"118995497RR0001",2024-12-31 00:00:00,"27",,,,,,
"118995919RR0001",2024-12-31 00:00:00,"27",,,,,,
"118995935RR0001",2024-12-31 00:00:00,"27",,,,,,
"118996545RR0001",2024-12-31 00:00:00,"27",,,,,,
"118996677RR0001",2024-12-31 00:00:00,"27",,,,,,
"118996800RR0001",2024-12-31 00:00:00,"27",,,,,,
"118996925RR0001",2024-12-31 00:00:00,"27",,,,,,
"118997253RR0001",2024-12-31 00:00:00,"27",,,,,,
"118997279RR0001",2024-12-31 00:00:00,"27",,,,,,
"118997295RR0001",2024-12-31 00:00:00,"27",,,,,,
"118997717RR0001",2024-12-31 00:00:00,"27",,,,,,
"118997774RR0001",2024-12-31 00:00:00,"27",,,,,,
"118997931RR0001",2024-12-31 00:00:00,"27",,,,,,
"118998004RR0001",2024-12-31 00:00:00,"27",,,,,,
"118998251RR0001",2024-12-31 00:00:00,"27",,,,,,
"118998376RR0001",2024-12-31 00:00:00,"27",,,,,,
"118998392RR0001",2024-12-31 00:00:00,"27",,,,,,
"118998640RR0001",2024-12-31 00:00:00,"27",,,,,,
"118998830RR0001",2024-12-31 00:00:00,"27",,,,,,
"118998939RR0001",2024-12-31 00:00:00,"27",,,,,,
"118999002RR0001",2024-12-31 00:00:00,"27",,,,,,
"118999127RR0001",2024-12-31 00:00:00,"27",,,,,,
"118999382RR0001",2024-12-31 00:00:00,"27",,,,,,
"118999473RR0001",2024-12-31 00:00:00,"27",,,,,,
"118999911RR0001",2024-12-31 00:00:00,"27",,,,,,
"119000040RR0001",2024-6-30 00:00:00,"27",,,,,,
"119000073RR0001",2024-6-30 00:00:00,"27",,,,,,
"119000081RR0001",2024-3-31 00:00:00,"27",,,,,,
"119000107RR0001",2024-12-31 00:00:00,"27",,,,,,
"119000149RR0001",2024-5-31 00:00:00,"27","N","N",$45145.00,,"N","N"
"119000180RR0001",2024-12-31 00:00:00,"27","N","N",,,"N","N"
"119000198RR0001",2024-3-31 00:00:00,"27","N","N",,,"N","N"
"119000248RR0001",2024-12-31 00:00:00,"27","N","N",,,"N","N"
"119000255RR0001",2024-6-30 00:00:00,"27","N","N",$277225.00,,"N","N"
"119000297RR0001",2024-12-31 00:00:00,"27",,,,,,
"119000347RR0001",2024-12-31 00:00:00,"27","N","N",,,"N","N"
"119000370RR0001",2024-6-30 00:00:00,"27","N","N",,,"N","N"
"119000503RR0001",2024-3-31 00:00:00,"27","N","N",,,"N","N"
"119000529RR0001",2024-3-31 00:00:00,"27","N","N",,,"N","N"
"119000537RR0001",2024-4-30 00:00:00,"27","N","N",,,,
"119000560RR0001",2024-12-31 00:00:00,"27",,,,,,
"119000578RR0001",2024-6-30 00:00:00,"27","N","N",,,"N","N"
"119000693RR0001",2024-3-31 00:00:00,"27",,,,,,
"119000735RR0001",2024-5-31 00:00:00,"27","N","N",,,,
"119000842RR0001",2024-12-31 00:00:00,"27","N","N",$2069627.00,$0.00,,
"119000867RR0001",2024-3-31 00:00:00,"27","N","N",,,"N","N"
"119000925RR0001",2024-12-31 00:00:00,"27",,,,,,
"119000958RR0001",2024-11-30 00:00:00,"27","N","N",,,,
"119000966RR0001",2024-6-30 00:00:00,"27","N","N",,,"N","N"
"119000974RR0001",2024-3-31 00:00:00,"27","N","N",$208467580.00,$68855538.00,,
"119001006RR0001",2024-6-30 00:00:00,"27","N","N",$568272.00,,"N","N"
"119001014RR0001",2024-12-31 00:00:00,"27",,,,,,
"119001105RR0001",2024-6-30 00:00:00,"27",,,,,,
"119001113RR0001",2024-12-31 00:00:00,"27",,,,,,
"119001154RR0001",2024-11-30 00:00:00,"27","N","N",,,"N","N"
"119001220RR0001",2024-6-30 00:00:00,"27","N","N",,,,
"119001303RR0001",2024-6-30 00:00:00,"27",,,,,,
"119001345RR0001",2024-6-30 00:00:00,"27",,,,,,
"119001360RR0001",2024-8-31 00:00:00,"27","N","N",,,,
"119001394RR0001",2024-4-30 00:00:00,"27","N","N",,,,
"119001428RR0001",2024-8-31 00:00:00,"27","N","N",,,,
"119001436RR0001",2024-12-31 00:00:00,"27","N","N",,,"N","N"
"119001444RR0001",2024-6-30 00:00:00,"27","N","N",,,,
"119001451RR0001",2024-3-31 00:00:00,"27","N","N",,,"N","N"
"119001477RR0001",2024-3-31 00:00:00,"27","N","N",,,,
"119001493RR0001",2024-3-31 00:00:00,"27","N","N",,,"N","N"
"119001527RR0001",2024-12-31 00:00:00,"27","N","N",,,,
"119001576RR0001",2024-12-31 00:00:00,"27","N","N",,,,
"119001592RR0001",2024-12-31 00:00:00,"27","N","N",,,"N","N"
"119001618RR0001",2024-12-31 00:00:00,"27","N","N",,,"N","N"
"119001691RR0001",2024-4-30 00:00:00,"27","N","N",,,,
"119001725RR0002",2024-4-30 00:00:00,"27","N","N",,,"N","N"
"119001808RR0001",2024-6-30 00:00:00,"27","N","N",,,,
"119001873RR0001",2024-3-31 00:00:00,"27",,,,,,
"119001949RR0001",2024-3-31 00:00:00,"27",,,,,,
"119001998RR0001",2024-3-31 00:00:00,"27",,,,,,
"119002012RR0001",2024-3-31 00:00:00,"27",,,,,,
"119002038RR0001",2024-3-31 00:00:00,"27",,,,,,
"119002061RR0001",2024-3-31 00:00:00,"27",,,,,,
"119002103RR0001",2024-3-31 00:00:00,"27",,,,,,
"119002111RR0001",2024-3-31 00:00:00,"27",,,,,,
"119002186RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002202RR0001",2024-3-31 00:00:00,"27",,,,,,
"119002210RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002228RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002269RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002319RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002418RR0002",2024-12-31 00:00:00,"27",,,,,,
"119002434RR0001",2024-3-31 00:00:00,"27",,,,,,
"119002459RR0001",2024-1-31 00:00:00,"27",,,,,,
"119002467RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002483RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002491RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002582RR0001",2024-8-31 00:00:00,"27",,,,,,
"119002590RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002616RR0001",2024-9-30 00:00:00,"27",,,,,,
"119002640RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002665RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002681RR0001",2024-4-30 00:00:00,"27",,,,,,
"119002731RR0001",2024-3-31 00:00:00,"27",,,,,,
"119002756RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002806RR0001",2024-9-30 00:00:00,"27",,,,,,
"119002814RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002855RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002871RR0001",2024-9-30 00:00:00,"27",,,,,,
"119002889RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002897RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002905RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002921RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002939RR0001",2024-3-31 00:00:00,"27",,,,,,
"119002954RR0001",2024-12-31 00:00:00,"27",,,,,,
"119002970RR0001",2024-9-30 00:00:00,"27",,,,,,
"119002996RR0001",2024-3-31 00:00:00,"27",,,,,,
"119003093RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003192RR0001",2024-4-30 00:00:00,"27",,,,,,
"119003200RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003242RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003309RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003382RR0001",2024-9-30 00:00:00,"27",,,,,,
"119003424RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003432RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003440RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003465RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003523RR0001",2024-4-15 00:00:00,"27",,,,,,
"119003564RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003580RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003606RR0001",2024-3-31 00:00:00,"27",,,,,,
"119003614RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003655RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003689RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003739RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003788RR0001",2024-12-31 00:00:00,"27",,,,,,
"119003812RR0002",2024-3-31 00:00:00,"27",,,,,,
"119003861RR0001",2024-3-31 00:00:00,"27",,,,,,
"119003937RR0001",2024-3-31 00:00:00,"27","N","N",,,"N","Y"
"119003952RR0001",2024-6-30 00:00:00,"27",,,,,,
"119004042RR0001",2024-9-30 00:00:00,"27",,,,,,
"119004042RR0001",2024-12-31 00:00:00,"27",,,,,,
"119004083RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004091RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004117RR0001",2024-12-31 00:00:00,"27",,,,,,
"119004125RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004141RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004158RR0001",2024-12-31 00:00:00,"27",,,,,,
"119004174RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004216RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004240RR0001",2024-12-31 00:00:00,"27",,,,,,
"119004281RR0001",2024-12-31 00:00:00,"27",,,,,,
"119004299RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004315RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004323RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004364RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004372RR0001",2024-12-31 00:00:00,"27",,,,,,
"119004398RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004422RR0001",2024-12-31 00:00:00,"27",,,,,,
"119004448RR0001",2024-12-31 00:00:00,"27",,,,,,
"119004505RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004513RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004539RR0001",2024-6-30 00:00:00,"27",,,,,,
"119004547RR0001",2024-10-31 00:00:00,"27",,,,,,
"119004620RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004653RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004703RR0001",2024-12-31 00:00:00,"27",,,,,,
"119004794RR0001",2024-5-31 00:00:00,"27",,,,,,
"119004810RR0001",2024-12-31 00:00:00,"27",,,,,,
"119004893RR0001",2024-5-31 00:00:00,"27",,,,,,
"119004901RR0001",2024-3-31 00:00:00,"27",,,,,,
"119004950RR0001",2024-12-31 00:00:00,"27",,,,,,
"119004984RR0001",2024-12-31 00:00:00,"27","N","N",,,,
"119005015RR0001",2024-7-31 00:00:00,"27",,,,,,
"119005023RR0001",2024-3-31 00:00:00,"27",,,,,,
"119005056RR0001",2024-6-30 00:00:00,"27",,,,,,
"119005072RR0001",2024-12-31 00:00:00,"27",,,,,,
"119005098RR0001",2024-12-31 00:00:00,"27",,,,,,
"119005130RR0001",2024-12-31 00:00:00,"27",,,,,,
"119005171RR0001",2024-12-31 00:00:00,"27",,,,,,
"119005221RR0001",2024-3-31 00:00:00,"27",,,,,,
"119005247RR0001",2024-7-31 00:00:00,"27",,,,,,
"119005262RR0001",2024-12-31 00:00:00,"27","N","N",,,"N","N"
"119005288RR0001",2024-6-30 00:00:00,"27",,,,,,
"119005304RR0001",2024-3-31 00:00:00,"27",,,,,,
"119005312RR0001",2024-5-31 00:00:00,"27",,,,,,
"119005346RR0001",2024-6-30 00:00:00,"27",,,,,,
"119005353RR0001",2024-3-31 00:00:00,"27",,,,,,
"119005387RR0001",2024-12-31 00:00:00,"27",,,,,,
"119005536RR0001",2024-6-30 00:00:00,"27",,,,,,
"119005619RR0001",2024-10-31 00:00:00,"27",,,,,,
"119005643RR0001",2024-3-31 00:00:00,"27",,,,,,
"119005650RR0001",2024-12-31 00:00:00,"27",,,,,,
"119005700RR0001",2024-12-31 00:00:00,"27",,,,,,
"119005718RR0001",2024-12-31 00:00:00,"27",,,,,,
"119005734RR0001",2024-3-31 00:00:00,"27",,,,,,
"119005742RR0001",2024-9-30 00:00:00,"27",,,,,,
"119005759RR0001",2024-12-31 00:00:00,"27",,,,,,
"119005767RR0001",2024-3-31 00:00:00,"27",,,,,,
"119005817RR0001",2024-12-31 00:00:00,"27",,,,,,
"119005858RR0001",2024-7-31 00:00:00,"27",,,,,,
"119005874RR0001",2024-6-30 00:00:00,"27",,,,,,
"119005916RR0001",2024-12-31 00:00:00,"27",,,,,,
"119005940RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006013RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006021RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006062RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006096RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006120RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006138RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006153RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006245RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006286RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006328RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006336RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006450RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006500RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006609RR0001",2024-3-31 00:00:00,"27",,,,,,
"119006617RR0001",2024-3-31 00:00:00,"27",,,,,,
"119006633RR0001",2024-3-31 00:00:00,"27",,,,,,
"119006658RR0001",2024-3-31 00:00:00,"27",,,,,,
"119006724RR0002",2024-3-31 00:00:00,"27",,,,,,
"119006732RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006765RR0001",2024-6-30 00:00:00,"27",,,,,,
"119006773RR0001",2024-10-31 00:00:00,"27",,,,,,
"119006781RR0001",2024-3-31 00:00:00,"27",,,,,,
"119006849RR0001",2024-4-30 00:00:00,"27",,,,,,
"119006914RR0001",2024-3-31 00:00:00,"27",,,,,,
"119006930RR0001",2024-6-30 00:00:00,"27",,,,,,
"119006930RR0002",2024-6-30 00:00:00,"27",,,,,,
"119006963RR0001",2024-12-31 00:00:00,"27",,,,,,
"119006971RR0001",2024-12-31 00:00:00,"27",,,,,,
"119007011RR0001",2024-8-31 00:00:00,"27",,,,,,
"119007045RR0001",2024-3-31 00:00:00,"27",,,,,,
"119007060RR0001",2024-3-31 00:00:00,"27",,,,,,
"119007086RR0001",2024-12-31 00:00:00,"27",,,,,,
"119007094RR0001",2024-3-31 00:00:00,"27",,,,,,
"119007250RR0001",2024-7-31 00:00:00,"27",,,,,,
"119007292RR0001",2024-6-30 00:00:00,"27",,,,,,
"119007334RR0002",2024-12-31 00:00:00,"27",,,,,,
"119007409RR0001",2024-3-31 00:00:00,"27",,,,,,
"119007458RR0001",2024-8-31 00:00:00,"27",,,,,,
"119007474RR0001",2024-3-31 00:00:00,"27","N","N",,,,
"119007524RR0001",2024-3-31 00:00:00,"27",,,,,,
"119007573RR0001",2024-12-31 00:00:00,"27",,,,,,
"119007581RR0001",2024-12-31 00:00:00,"27",,,,,,
"119007607RR0001",2024-3-31 00:00:00,"27",,,,,,
"119007623RR0001",2024-12-31 00:00:00,"27",,,,,,
"119007722RR0001",2024-12-31 00:00:00,"27",,,,,,
"119007748RR0001",2024-9-30 00:00:00,"27",,,,,,
"119007763RR0001",2024-12-31 00:00:00,"27",,,,,,
"119007771RR0001",2024-12-31 00:00:00,"27",,,,,,
"119007789RR0001",2024-10-31 00:00:00,"27",,,,,,
"119007854RR0001",2024-4-30 00:00:00,"27",,,,,,
"119007870RR0001",2024-12-31 00:00:00,"27",,,,,,
"119007888RR0001",2024-9-30 00:00:00,"27",,,,,,
"119007912RR0001",2024-4-30 00:00:00,"27",,,,,,
"119008035RR0001",2024-8-31 00:00:00,"27",,,,,,
"119008068RR0001",2024-12-31 00:00:00,"27",,,,,,
"119008118RR0001",2024-3-31 00:00:00,"27",,,,,,
"119008126RR0001",2024-6-30 00:00:00,"27",,,,,,
"119008209RR0001",2024-10-31 00:00:00,"27",,,,,,
"119008266RR0001",2024-12-31 00:00:00,"27",,,,,,
"119008340RR0001",2024-12-31 00:00:00,"27",,,,,,
"119008357RR0001",2024-12-31 00:00:00,"27",,,,,,
"119008381RR0001",2024-3-20 00:00:00,"27",,,,,,
"119008464RR0001",2024-12-31 00:00:00,"27",,,,,,
"119008480RR0001",2024-12-31 00:00:00,"27",,,,,,
"119008498RR0001",2024-3-31 00:00:00,"27",,,,,,
"119008589RR0001",2024-3-31 00:00:00,"27",,,,,,
"119008621RR0001",2024-3-31 00:00:00,"27",,,,,,
"119008654RR0001",2024-9-30 00:00:00,"27","N","N",,,,
"119008670RR0001",2024-12-31 00:00:00,"27",,,,,,
"119008787RR0004",2024-12-31 00:00:00,"27",,,,,,
"119008795RR0001",2024-3-31 00:00:00,"27",,,,,,
"119008803RR0001",2024-3-31 00:00:00,"27",,,,,,
"119008837RR0001",2024-3-31 00:00:00,"27",,,,,,
"119008845RR0001",2024-3-31 00:00:00,"27",,,,,,
"119008860RR0001",2024-3-31 00:00:00,"27",,,,,,
"119008902RR0001",2024-3-31 00:00:00,"27",,,,,,
"119008928RR0001",2024-6-30 00:00:00,"27",,,,,,
"119009041RR0001",2024-3-31 00:00:00,"27",,,,,,
"119009066RR0001",2024-3-31 00:00:00,"27",,,,,,
"119009181RR0002",2024-3-31 00:00:00,"27",,,,,,
"119009207RR0001",2024-3-31 00:00:00,"27",,,,,,
"119009298RR0001",2024-12-31 00:00:00,"27",,,,,,
"119009314RR0001",2024-3-31 00:00:00,"27",,,,,,
"119009348RR0001",2024-6-30 00:00:00,"27",,,,,,
"119009397RR0001",2024-6-30 00:00:00,"27",,,,,,
"119009405RR0001",2024-12-31 00:00:00,"27",,,,,,
"119009447RR0001",2024-12-31 00:00:00,"27",,,,,,
"119009504RR0001",2024-3-31 00:00:00,"27",,,,,,
"119009512RR0001",2024-10-31 00:00:00,"27",,,,,,
"119009587RR0001",2024-12-31 00:00:00,"27",,,,,,
"119009611RR0001",2024-12-31 00:00:00,"27",,,,,,
"119009645RR0001",2024-8-31 00:00:00,"27",,,,,,
"119009645RR0001",2024-12-31 00:00:00,"27",,,,,,
"119009678RR0001",2024-5-31 00:00:00,"27",,,,,,
"119009686RR0001",2024-4-30 00:00:00,"27",,,,,,
"119009736RR0001",2024-12-31 00:00:00,"27",,,,,,
"119009744RR0001",2024-3-31 00:00:00,"27",,,,,,
