"BN/Registration number","Fiscal period end","Form ID","300","305","310","315","320","325","330","335","340","345","370","380","390"
"101051407RR0001",2024-6-30 00:00:00,"27",52,,,5,3,,2,,,,36,$1333338.00,$7162852.00
"101063923RR0002",2024-8-31 00:00:00,"27",15,,7,3,,,,,,,21,$363290.00,$1736906.00
"101065548RR0001",2024-12-31 00:00:00,"27",11,4,6,,,,,,,,50,$312181.00,$816348.00
"101069029RR0001",2024-10-31 00:00:00,"27",1,,,1,,,,,,,3,$34372.00,$123635.00
"101071777RR0001",2024-3-31 00:00:00,"27",16,,9,1,,,,,,,10,$76184.00,$1348678.00
"101071934RR0001",2024-3-31 00:00:00,"27",30,3,7,,,,,,,,43,$213722.00,$841827.00
"101072098RR0001",2024-6-30 00:00:00,"27",22,,9,,,1,,,,,8,$43000.00,$1057514.00
"101072106RR0001",2024-12-31 00:00:00,"27",1,,,1,,,,,,,9,$210722.00,$340818.00
"101072239RR0001",2024-3-31 00:00:00,"27",34,,10,,,,,,,,26,$279778.00,$2107846.00
"101072254RR0001",2024-3-31 00:00:00,"27",10,7,3,,,,,,,,75,,$1352629.00
"101074607RR0001",2024-6-30 00:00:00,"27",9,,7,2,,,,,,,164,$651266.00,$1220151.00
"101074953RR0001",2024-11-30 00:00:00,"27",26,,7,2,1,,,,,,30,$396451.00,$2476866.00
"101076099RR0001",2024-3-31 00:00:00,"27",2,,2,,,,,,,,,,$106648.00
"101079200RR0001",2024-12-31 00:00:00,"27",20,9,1,,,,,,,,13,$30990.00,$506569.00
"101079283RR0001",2024-12-31 00:00:00,"27",8,5,3,,,,,,,,24,$156614.00,$513750.00
"101098168RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,3,$69567.00,$69567.00
"101098234RR0001",2024-8-31 00:00:00,"27",14,,10,4,,,,,,,1,$4789.00,$975005.00
"101098275RR0001",2024-8-31 00:00:00,"27",5,2,3,,,,,,,,30,$251200.00,$656701.00
"101144541RR0001",2024-8-31 00:00:00,"27",2,1,1,,,,,,,,4,$75000.00,$139825.00
"101151520RR0001",2024-3-31 00:00:00,"27",2,1,1,,,,,,,,8,$97265.00,$205507.00
"101157659RR0001",2024-12-31 00:00:00,"27",18055,6,,,,,,,,,6,$180552.00,$180552.00
"101159564RR0001",2024-12-31 00:00:00,"27",2,,2,,,,,,,,6,$54113.00,$184610.00
"101161073RR0001",2024-4-30 00:00:00,"27",10,6,3,1,,,,,,,48,$193711.00,$710990.00
"101161115RR0001",2024-12-31 00:00:00,"27",15,1,7,2,,,,,,,21,$82111.00,$881672.00
"101161123RR0001",2024-12-31 00:00:00,"27",3,3,,,,,,,,,,,$49690.00
"101161776RR0001",2024-12-31 00:00:00,"27",3,1,2,,,,,,,,35,$150060.00,$363644.00
"101161792RR0001",2024-3-31 00:00:00,"27",2,,2,,,,,,,,,,$140096.00
"101203941RR0001",2024-6-30 00:00:00,"27",18,1,8,1,,,,,,,25,$160219.00,$1149227.00
"101205888RR0001",2024-3-31 00:00:00,"27",46,,8,2,,,,,,,26,$919094.00,$4334911.00
"101205904RR0001",2024-12-31 00:00:00,"27",1,,,1,,,,,,,12,$484964.00,$597511.00
"101258010RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,2,$32311.00,$32311.00
"101258077RR0001",2024-8-31 00:00:00,"27",6,1,4,1,,,,,,,6,$103548.00,$519420.00
"101266781RR0001",2024-12-31 00:00:00,"27",12,4,6,,,,,,,,1,$7346.00,$666098.00
"101278349RR0001",2024-3-31 00:00:00,"27",4,3,1,,,,,,,,7,$44613.00,$221420.00
"101278414RR0001",2024-6-30 00:00:00,"27",3,1,2,,,,,,,,9,$66749.00,$223479.00
"101354322RR0001",2024-3-31 00:00:00,"27",2,,1,1,,,,,,,3,$32635.00,$199062.00
"101397644RR0001",2024-3-31 00:00:00,"27",295,,,,,,,,,,306,,$24234427.00
"101436061RR0001",2024-10-15 00:00:00,"27",,,,,,,,,,,1,$8800.00,$8800.00
"101469609RR0001",2024-3-31 00:00:00,"27",13,,8,3,1,,1,,,,,,$1236638.00
"101476083RR0001",2024-3-31 00:00:00,"27",13,,9,1,,,,,,,42,$619132.00,$1391530.00
"101497618RR0001",2024-12-31 00:00:00,"27",30,,8,2,,,,,,,52,$1103624.00,$2903831.00
"101538502RR0001",2024-3-31 00:00:00,"27",1,,1,,,,,,,,24,$812784.00,$812784.00
"101544351RR0001",2024-12-31 00:00:00,"27",1,,1,,,,,,,,12,$157956.00,$225548.00
"101546588RR0001",2024-5-31 00:00:00,"27",15,,6,4,,,,,,,6,$159466.00,$1718576.00
"101560571RR0001",2024-6-30 00:00:00,"27",42,14,18,10,,,,,,,,,$2648556.00
"101562247RR0001",2024-6-30 00:00:00,"27",3,6,1,,,,,,,,4,$69866.00,$124866.00
"101562841RR0001",2024-6-30 00:00:00,"27",36,,10,,,,,,,,28,$123824.00,$1744393.00
"101562874RR0001",2024-6-30 00:00:00,"27",75,,1,8,1,,,,,,157,$1017245.00,$7757729.00
"101563096RR0001",2024-12-31 00:00:00,"27",7,3,4,,,,,,,,24,$57413.00,$361925.00
"101569697RR0001",2024-3-31 00:00:00,"27",1,,1,,,,,,,,2,$33881.00,$103443.00
"101574093RR0001",2024-3-31 00:00:00,"27",2,,1,,,,,,,,,,$89679.00
"101577294RR0001",2024-12-31 00:00:00,"27",4,,3,1,,,,,,,16,$121429.00,$448027.00
"101580918RR0001",2024-3-31 00:00:00,"27",19,,5,5,,,,,,,2,$238712.00,$1567462.00
"101589380RR0001",2024-12-31 00:00:00,"27",1,,1,,,,,,,,1,$5790.00,$78812.00
"101630812RR0001",2024-12-31 00:00:00,"27",29,,8,2,,,,,,,42,$573260.00,$2585892.00
"101630820RR0001",2024-3-31 00:00:00,"27",24,,1,5,3,,,1,,,17,$362296.00,$2854637.00
"101633501RR0001",2024-6-30 00:00:00,"27",7,2,5,,,,,,,,,,$340780.00
"101645612RR0001",2024-3-31 00:00:00,"27",5,2,3,,,,,,,,8,$36223.00,$256212.00
"101663995RR0001",2024-12-31 00:00:00,"27",16,6,3,1,,,,,,,17,$52554.00,$588833.00
"101676864RR0001",2024-6-30 00:00:00,"27",2,,2,,,,,,,,2,$9910.00,$138664.00
"101678969RR0001",2024-3-31 00:00:00,"27",26,5,3,2,,,,,,,24,$197927.00,$2151542.00
"101737401RR0001",2024-12-31 00:00:00,"27",28,,8,2,,,,,,,,,$1766351.00
"101756112RR0001",2024-3-31 00:00:00,"27",7,1,6,,,,,,,,76,$2295748.00,$2712953.00
"101758282RR0001",2024-6-30 00:00:00,"27",6,,6,,,,,,,,13,$484569.00,$834323.00
"101787554RR0001",2024-9-30 00:00:00,"27",13,,9,4,,,,,,,170,$851859.00,$1742517.00
"101808145RR0001",2024-3-31 00:00:00,"27",66,,,4,5,1,,,,,91,$2785290.00,$7861495.00
"101835007RR0001",2024-4-30 00:00:00,"27",2,2,,,,,,,,,1,$12240.00,$76155.00
"101835155RR0001",2024-12-31 00:00:00,"27",2,,,1,1,,,,,,,,$230659.00
"101835163RR0001",2024-12-31 00:00:00,"27",5,,4,1,,,,,,,,,$407103.00
"101835171RR0001",2024-3-31 00:00:00,"27",1,,1,,,,,,,,2,$9128.00,$99378.00
"101835247RR0001",2024-3-31 00:00:00,"27",4,,3,,1,,,,,,1,$11108.00,$344986.00
"101835445RR0001",2024-12-31 00:00:00,"27",5,,4,1,,,,,,,5,,$452897.00
"101835460RR0001",2024-3-31 00:00:00,"27",1,,1,,,,,,,,2,$30489.00,$100301.00
"101835502RR0001",2024-4-30 00:00:00,"27",18,,4,4,1,,1,,,,13,$37592.00,$1833959.00
"101835544RR0001",2024-3-31 00:00:00,"27",8,2,3,2,,1,,,,,,,$616361.00
"101835650RR0001",2024-12-31 00:00:00,"27",8,3,4,1,,,,,,,,,$438963.00
"101835684RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,2,$10267.00,$10267.00
"101835841RR0001",2024-3-31 00:00:00,"27",23,,,6,4,,,,,,45,$271995.00,$4647774.00
"101835866RR0001",2024-3-31 00:00:00,"27",3,8,1,,,,,,,,6,,$209303.00
"101836054RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,1,$28726.00,$28726.00
"101836542RR0001",2024-3-31 00:00:00,"27",22,1,8,1,,,,,,,2,$73657.00,$920713.00
"101836633RR0001",2024-3-31 00:00:00,"27",36,,9,,1,,,,,,5,,$1614455.00
"101836823RR0001",2024-3-31 00:00:00,"27",2,,1,1,,,,,,,,,$168371.00
"101837342RR0001",2024-6-30 00:00:00,"27",3,,2,1,,,,,,,,,$137741.00
"101837896RR0001",2024-3-31 00:00:00,"27",30,,,5,2,1,1,,,1,3,$136294.00,$3224883.00
"101851202RR0001",2024-8-31 00:00:00,"27",9,6,2,1,,,,,,,5,$23738.00,$447642.00
"101885226RR0001",2024-12-31 00:00:00,"27",19,5,5,,,,,,,,5,$69615.00,$577217.00
"101894319RR0001",2024-12-31 00:00:00,"27",10,,8,2,,,,,,,5,$180563.00,$1142570.00
"101894426RR0001",2024-10-31 00:00:00,"27",9,,9,,,,,,,,21,$164227.00,$705797.00
"101943157RR0001",2024-7-31 00:00:00,"27",27,4,5,1,,,,,,,16,$111327.00,$631139.00
"101944197RR0001",2024-3-31 00:00:00,"27",22,2,8,,,,,,,,7,$146062.00,$902195.00
"101944213RR0001",2024-3-31 00:00:00,"27",20,,10,,,,,,,,21,$442228.00,$1212169.00
"101944296RR0001",2024-3-31 00:00:00,"27",38,,29,2,,,,,,,36,$548862.00,$3053818.00
"101944536RR0001",2024-3-31 00:00:00,"27",31,7,23,1,,,,,,,23,$339395.00,$2095556.00
"101944643RR0001",2024-3-31 00:00:00,"27",58,,9,1,,,,,,,58,$578209.00,$3246468.00
"101944684RR0001",2024-3-31 00:00:00,"27",96,44,30,1,,,,,,,24,$219430.00,$2242510.00
"101944817RR0001",2024-3-31 00:00:00,"27",57,,9,1,,,,,,,20,$230025.00,$3451440.00
"101944841RR0001",2024-3-31 00:00:00,"27",24,20,44,,,,,,,,,,$499244.00
"101944866RR0001",2024-3-31 00:00:00,"27",29,,10,,,,,,,,,,$1333385.00
"101944882RR0001",2024-3-31 00:00:00,"27",22,3,6,1,,,,,,,13,$55817.00,$933440.00
"101944916RR0001",2024-3-31 00:00:00,"27",42,,9,1,,,,,,,66,$625324.00,$4036711.00
"101944981RR0001",2024-3-31 00:00:00,"27",30,2,27,1,0,0,0,0,0,0,8,$205515.00,$2075724.00
"101944999RR0001",2024-3-31 00:00:00,"27",14,,9,1,,,,,,,14,$106331.00,$1019676.00
"101945020RR0001",2024-3-31 00:00:00,"27",16,10,6,1,,,,,,,11,$116783.00,$883934.00
"101945079RR0001",2024-3-31 00:00:00,"27",36,,9,1,,,,,,,19,$262506.00,$2448306.00
"101945285RR0001",2024-3-31 00:00:00,"27",17,3,6,1,,,,,,,,,$978289.00
