"BN/Registration number","Fiscal period end","Form ID","Sequence number","Charity's Program Country Code"
"100072586RR0001",2024-12-31 00:00:00,"27",1,"PK"
"100072586RR0001",2024-12-31 00:00:00,"27",2,"AF"
"100072586RR0001",2024-12-31 00:00:00,"27",3,"TJ"
"100072586RR0001",2024-12-31 00:00:00,"27",4,"KG"
"100072586RR0001",2024-12-31 00:00:00,"27",5,"IN"
"100072586RR0001",2024-12-31 00:00:00,"27",6,"KE"
"100072586RR0001",2024-12-31 00:00:00,"27",7,"UG"
"100072586RR0001",2024-12-31 00:00:00,"27",8,"TZ"
"100072586RR0001",2024-12-31 00:00:00,"27",9,"MZ"
"100072586RR0001",2024-12-31 00:00:00,"27",10,"MG"
"100072586RR0001",2024-12-31 00:00:00,"27",11,"SY"
"100764638RR0001",2024-12-31 00:00:00,"27",1,"IL"
"100766427RR0001",2024-9-30 00:00:00,"27",1,"FR"
"100766427RR0001",2024-9-30 00:00:00,"27",2,"GB"
"100773365RR0001",2024-3-31 00:00:00,"27",1,"US"
"101098168RR0001",2024-3-31 00:00:00,"27",1,"FR"
"102934163RR0001",2024-12-31 00:00:00,"27",1,"NG"
"102992047RR0001",2024-3-31 00:00:00,"27",1,"CL"
"102992047RR0001",2024-3-31 00:00:00,"27",2,"KR"
"102992047RR0001",2024-3-31 00:00:00,"27",3,"ES"
"102992047RR0001",2024-3-31 00:00:00,"27",4,"CN"
"103066064RR0001",2024-6-30 00:00:00,"27",1,"PE"
"103066064RR0001",2024-6-30 00:00:00,"27",2,"HT"
"103608717RR0001",2024-3-31 00:00:00,"27",1,"DE"
"103608717RR0001",2024-3-31 00:00:00,"27",2,"ES"
"103608717RR0001",2024-3-31 00:00:00,"27",3,"RO"
"103608717RR0001",2024-3-31 00:00:00,"27",4,"IT"
"103608717RR0001",2024-3-31 00:00:00,"27",5,"US"
"103608717RR0001",2024-3-31 00:00:00,"27",6,"MX"
"103608717RR0001",2024-3-31 00:00:00,"27",7,"FR"
"103608717RR0001",2024-3-31 00:00:00,"27",8,"QP"
"104904560RR0001",2024-12-31 00:00:00,"27",1,"US"
"105198873RR0001",2024-3-31 00:00:00,"27",1,"HT"
"105198873RR0001",2024-3-31 00:00:00,"27",2,"JM"
"105474183RR0001",2024-12-31 00:00:00,"27",1,"NL"
"105645212RR0001",2024-8-31 00:00:00,"27",1,"KH"
"105645212RR0001",2024-8-31 00:00:00,"27",2,"EC"
"105645212RR0001",2024-8-31 00:00:00,"27",3,"JP"
"105645212RR0001",2024-8-31 00:00:00,"27",4,"QS"
"106422421RR0001",2024-3-31 00:00:00,"27",1,"GT"
"106680838RR0001",2024-12-31 00:00:00,"27",1,"UA"
"106680838RR0001",2024-12-31 00:00:00,"27",2,"PH"
"106700172RR0001",2024-12-31 00:00:00,"27",1,"CU"
"106708159RR0001",2024-12-31 00:00:00,"27",1,"US"
"106735830RR0001",2024-3-31 00:00:00,"27",1,"ZA"
"106740905RR0001",2024-12-31 00:00:00,"27",1,"US"
"106771710RR0001",2024-6-30 00:00:00,"27",1,"US"
"106771710RR0001",2024-6-30 00:00:00,"27",2,"TD"
"106771710RR0001",2024-6-30 00:00:00,"27",3,"QP"
"106771710RR0001",2024-6-30 00:00:00,"27",4,"QS"
"106788490RR0001",2024-8-31 00:00:00,"27",1,"UG"
"106788862RR0001",2024-12-31 00:00:00,"27",1,"IN"
"106789100RR0001",2024-6-30 00:00:00,"27",1,"US"
"106789100RR0001",2024-6-30 00:00:00,"27",2,"MX"
"106789910RR0001",2024-12-31 00:00:00,"27",1,"JM"
"106792120RR0001",2024-12-31 00:00:00,"27",1,"US"
"106792120RR0001",2024-12-31 00:00:00,"27",2,"UA"
"106792120RR0001",2024-12-31 00:00:00,"27",3,"ES"
"106794050RR0001",2024-12-31 00:00:00,"27",1,"US"
"106799349RR0001",2024-6-30 00:00:00,"27",1,"TH"
"106799349RR0001",2024-6-30 00:00:00,"27",2,"KH"
"106799349RR0001",2024-6-30 00:00:00,"27",3,"EG"
"106799349RR0001",2024-6-30 00:00:00,"27",4,"MN"
"106799349RR0001",2024-6-30 00:00:00,"27",5,"BD"
"106799349RR0001",2024-6-30 00:00:00,"27",6,"PK"
"106799349RR0001",2024-6-30 00:00:00,"27",7,"YE"
"106799349RR0001",2024-6-30 00:00:00,"27",8,"AL"
"106799349RR0001",2024-6-30 00:00:00,"27",9,"ET"
"106799349RR0001",2024-6-30 00:00:00,"27",10,"KZ"
"106812597RR0001",2024-7-31 00:00:00,"27",1,"CU"
"106830342RR0001",2024-12-31 00:00:00,"27",1,"MM"
"106830342RR0001",2024-12-31 00:00:00,"27",2,"TH"
"106832504RR0001",2024-12-31 00:00:00,"27",1,"MX"
"106833577RR0001",2024-12-31 00:00:00,"27",1,"CR"
"106834120RR0001",2024-12-31 00:00:00,"27",1,"RS"
"106834120RR0001",2024-12-31 00:00:00,"27",2,"KE"
"106834120RR0001",2024-12-31 00:00:00,"27",3,"ET"
"106836786RR0001",2024-12-31 00:00:00,"27",1,"CN"
"106844640RR0001",2024-12-31 00:00:00,"27",1,"CU"
"106846942RR0001",2024-8-31 00:00:00,"27",1,"FR"
"106846942RR0001",2024-8-31 00:00:00,"27",2,"CH"
"106846942RR0001",2024-8-31 00:00:00,"27",3,"GB"
"106846942RR0001",2024-8-31 00:00:00,"27",4,"IL"
"106846942RR0001",2024-8-31 00:00:00,"27",5,"MA"
"106846942RR0001",2024-8-31 00:00:00,"27",6,"MG"
"106846942RR0001",2024-8-31 00:00:00,"27",7,"SK"
"106846942RR0001",2024-8-31 00:00:00,"27",8,"US"
"106846942RR0001",2024-8-31 00:00:00,"27",9,"ZA"
"106863061RR0001",2024-4-30 00:00:00,"27",1,"IL"
"106864242RR0001",2024-12-31 00:00:00,"27",1,"BO"
"106864242RR0012",2024-12-31 00:00:00,"27",1,"HT"
"106864242RR0015",2024-12-31 00:00:00,"27",1,"KE"
"106865934RR0001",2024-12-31 00:00:00,"27",1,"MX"
"106866106RR0001",2024-12-31 00:00:00,"27",1,"TL"
"106868847RR0001",2024-12-31 00:00:00,"27",1,"US"
"106868847RR0001",2024-12-31 00:00:00,"27",2,"LB"
"106868847RR0001",2024-12-31 00:00:00,"27",3,"QN"
"106868847RR0001",2024-12-31 00:00:00,"27",4,"KE"
"106868847RR0001",2024-12-31 00:00:00,"27",5,"AL"
"106868847RR0001",2024-12-31 00:00:00,"27",6,"BO"
"106868847RR0001",2024-12-31 00:00:00,"27",7,"RO"
"106868847RR0001",2024-12-31 00:00:00,"27",8,"GT"
"106868847RR0001",2024-12-31 00:00:00,"27",9,"GH"
"106868847RR0001",2024-12-31 00:00:00,"27",10,"QR"
"106877624RR0001",2024-12-31 00:00:00,"27",1,"MX"
"106880107RR0057",2024-12-31 00:00:00,"27",1,"IN"
"106883747RR0001",2024-6-30 00:00:00,"27",1,"QS"
"106883747RR0001",2024-6-30 00:00:00,"27",2,"SA"
"106883747RR0001",2024-6-30 00:00:00,"27",3,"JP"
"106884760RR0001",2024-3-31 00:00:00,"27",1,"IN"
"106884760RR0001",2024-3-31 00:00:00,"27",2,"PA"
"106884760RR0001",2024-3-31 00:00:00,"27",3,"KR"
"106884760RR0001",2024-3-31 00:00:00,"27",4,"PH"
"106884760RR0001",2024-3-31 00:00:00,"27",5,"CN"
"106884760RR0001",2024-3-31 00:00:00,"27",6,"QR"
"106884760RR0001",2024-3-31 00:00:00,"27",7,"SG"
"106884760RR0001",2024-3-31 00:00:00,"27",8,"VN"
"106884760RR0001",2024-3-31 00:00:00,"27",9,"MX"
"106884760RR0001",2024-3-31 00:00:00,"27",10,"MU"
"106885585RR0001",2024-6-30 00:00:00,"27",1,"MX"
"106897689RR0001",2024-12-31 00:00:00,"27",1,"CU"
"106897689RR0001",2024-12-31 00:00:00,"27",2,"HT"
"106913502RR0001",2024-12-31 00:00:00,"27",1,"CN"
"106913502RR0001",2024-12-31 00:00:00,"27",2,"NI"
"106913502RR0001",2024-12-31 00:00:00,"27",3,"US"
"106913502RR0001",2024-12-31 00:00:00,"27",4,"JP"
"106913502RR0001",2024-12-31 00:00:00,"27",5,"QN"
"106913502RR0001",2024-12-31 00:00:00,"27",6,"ME"
"106913627RR0001",2024-3-31 00:00:00,"27",1,"HR"
"106913627RR0001",2024-3-31 00:00:00,"27",2,"QP"
"106913627RR0001",2024-3-31 00:00:00,"27",3,"CO"
"106913627RR0001",2024-3-31 00:00:00,"27",4,"KH"
"106915556RR0001",2024-12-31 00:00:00,"27",1,"TH"
"106915598RR0001",2024-12-31 00:00:00,"27",1,"CR"
"106917685RR0001",2024-12-31 00:00:00,"27",1,"HT"
"106918329RR0001",2024-6-30 00:00:00,"27",1,"CM"
"106918329RR0001",2024-6-30 00:00:00,"27",2,"ET"
"106918329RR0001",2024-6-30 00:00:00,"27",3,"KE"
"106918329RR0001",2024-6-30 00:00:00,"27",4,"TZ"
"106918329RR0001",2024-6-30 00:00:00,"27",5,"UG"
"106918329RR0001",2024-6-30 00:00:00,"27",6,"ZM"
"106918329RR0001",2024-6-30 00:00:00,"27",7,"QS"
"106918485RR0001",2024-6-30 00:00:00,"27",1,"JM"
"106918485RR0001",2024-6-30 00:00:00,"27",2,"UA"
"106918485RR0001",2024-6-30 00:00:00,"27",3,"IN"
"106918543RR0001",2024-3-31 00:00:00,"27",1,"BF"
"106918543RR0001",2024-3-31 00:00:00,"27",2,"ET"
"106918543RR0001",2024-3-31 00:00:00,"27",3,"GH"
"106918543RR0001",2024-3-31 00:00:00,"27",4,"IN"
"106918543RR0001",2024-3-31 00:00:00,"27",5,"NI"
"106918543RR0001",2024-3-31 00:00:00,"27",6,"PY"
"106918543RR0001",2024-3-31 00:00:00,"27",7,"ML"
"106918543RR0001",2024-3-31 00:00:00,"27",8,"HN"
"106923188RR0001",2024-12-31 00:00:00,"27",1,"PG"
"106923188RR0001",2024-12-31 00:00:00,"27",2,"JP"
"106924301RR0001",2024-8-31 00:00:00,"27",1,"US"
"106925324RR0001",2024-12-31 00:00:00,"27",1,"IL"
"106926827RR0001",2024-12-31 00:00:00,"27",1,"UG"
"106926827RR0001",2024-12-31 00:00:00,"27",2,"QN"
"106952559RR0001",2024-3-31 00:00:00,"27",1,"QS"
"106952559RR0001",2024-3-31 00:00:00,"27",2,"CI"
"106952559RR0001",2024-3-31 00:00:00,"27",3,"CR"
"106952559RR0001",2024-3-31 00:00:00,"27",4,"HT"
"106952559RR0001",2024-3-31 00:00:00,"27",5,"HN"
"106952559RR0001",2024-3-31 00:00:00,"27",6,"ML"
"106952559RR0001",2024-3-31 00:00:00,"27",7,"CD"
"106954217RR0001",2024-6-30 00:00:00,"27",1,"GT"
"106954217RR0001",2024-6-30 00:00:00,"27",2,"MX"
"106954217RR0001",2024-6-30 00:00:00,"27",3,"CN"
"106954217RR0001",2024-6-30 00:00:00,"27",4,"US"
"106954217RR0001",2024-6-30 00:00:00,"27",5,"FR"
"106954217RR0001",2024-6-30 00:00:00,"27",6,"GB"
"106954241RR0001",2024-6-30 00:00:00,"27",1,"QS"
"106954290RR0001",2024-12-31 00:00:00,"27",1,"CU"
"106954993RR0001",2024-4-30 00:00:00,"27",1,"RW"
"106960610RR0001",2024-8-31 00:00:00,"27",1,"CU"
"106961378RR0001",2024-12-31 00:00:00,"27",1,"PH"
"106966591RR0001",2024-4-30 00:00:00,"27",1,"QS"
"106966591RR0001",2024-4-30 00:00:00,"27",2,"QO"
"106967086RR0001",2024-3-31 00:00:00,"27",1,"ET"
"106967086RR0001",2024-3-31 00:00:00,"27",2,"MM"
"106967086RR0001",2024-3-31 00:00:00,"27",3,"NG"
"106967086RR0001",2024-3-31 00:00:00,"27",4,"CD"
"106967086RR0001",2024-3-31 00:00:00,"27",5,"CN"
"106967086RR0001",2024-3-31 00:00:00,"27",6,"PH"
"106967086RR0001",2024-3-31 00:00:00,"27",7,"KR"
"106967086RR0001",2024-3-31 00:00:00,"27",8,"TH"
"106967086RR0001",2024-3-31 00:00:00,"27",9,"CO"
"106967086RR0001",2024-3-31 00:00:00,"27",10,"JP"
"106967490RR0001",2024-12-31 00:00:00,"27",1,"FR"
"106967490RR0001",2024-12-31 00:00:00,"27",2,"QS"
"106993926RR0001",2024-8-31 00:00:00,"27",1,"UA"
"106993926RR0001",2024-8-31 00:00:00,"27",2,"KE"
"106993926RR0001",2024-8-31 00:00:00,"27",3,"UG"
"106993926RR0001",2024-8-31 00:00:00,"27",4,"KH"
"106993926RR0001",2024-8-31 00:00:00,"27",5,"NG"
"106993926RR0001",2024-8-31 00:00:00,"27",6,"IL"
"106993926RR0001",2024-8-31 00:00:00,"27",7,"MG"
"106994437RR0001",2024-12-31 00:00:00,"27",1,"CR"
"106994437RR0001",2024-12-31 00:00:00,"27",2,"GT"
"106994437RR0001",2024-12-31 00:00:00,"27",3,"IL"
"106994437RR0001",2024-12-31 00:00:00,"27",4,"PH"
"106994437RR0001",2024-12-31 00:00:00,"27",5,"RW"
"107007932RR0001",2024-12-31 00:00:00,"27",1,"CU"
"107020331RR0013",2024-12-31 00:00:00,"27",1,"NG"
"107269664RR0001",2024-12-31 00:00:00,"27",1,"MX"
"107274235RR0001",2024-12-31 00:00:00,"27",1,"UG"
"107275471RR0001",2024-12-31 00:00:00,"27",1,"IN"
"107275471RR0001",2024-12-31 00:00:00,"27",2,"JM"
"107275471RR0001",2024-12-31 00:00:00,"27",3,"QM"
"107275471RR0001",2024-12-31 00:00:00,"27",4,"KE"
"107275471RR0001",2024-12-31 00:00:00,"27",5,"GB"
"107278905RR0001",2024-4-30 00:00:00,"27",1,"FR"
"107278905RR0001",2024-4-30 00:00:00,"27",2,"CN"
"107278905RR0001",2024-4-30 00:00:00,"27",3,"CI"
"107278905RR0001",2024-4-30 00:00:00,"27",4,"QS"
"107278905RR0001",2024-4-30 00:00:00,"27",5,"PE"
"107278905RR0001",2024-4-30 00:00:00,"27",6,"US"
"107278905RR0001",2024-4-30 00:00:00,"27",7,"DE"
"107278905RR0001",2024-4-30 00:00:00,"27",8,"MY"
"107278905RR0001",2024-4-30 00:00:00,"27",9,"KW"
"107278905RR0001",2024-4-30 00:00:00,"27",10,"QO"
"107282782RR0001",2024-12-31 00:00:00,"27",1,"KP"
"107282782RR0001",2024-12-31 00:00:00,"27",2,"GY"
"107282782RR0001",2024-12-31 00:00:00,"27",3,"KH"
"107282782RR0001",2024-12-31 00:00:00,"27",4,"US"
"107282782RR0001",2024-12-31 00:00:00,"27",5,"QP"
"107282782RR0001",2024-12-31 00:00:00,"27",6,"CN"
"107282782RR0001",2024-12-31 00:00:00,"27",7,"JP"
"107282782RR0001",2024-12-31 00:00:00,"27",8,"QS"
"107286411RR0001",2024-12-31 00:00:00,"27",1,"KR"
"107286791RR0001",2024-12-31 00:00:00,"27",1,"BI"
"107286791RR0001",2024-12-31 00:00:00,"27",2,"CF"
"107286791RR0001",2024-12-31 00:00:00,"27",3,"CD"
"107286791RR0001",2024-12-31 00:00:00,"27",4,"CI"
"107286791RR0001",2024-12-31 00:00:00,"27",5,"CU"
"107286791RR0001",2024-12-31 00:00:00,"27",6,"CM"
"107286791RR0001",2024-12-31 00:00:00,"27",7,"GH"
"107286791RR0001",2024-12-31 00:00:00,"27",8,"RW"
"107286791RR0001",2024-12-31 00:00:00,"27",9,"NG"
"107286791RR0001",2024-12-31 00:00:00,"27",10,"SL"
"107304446RR0001",2024-8-31 00:00:00,"27",1,"IL"
"107304727RR0001",2024-12-31 00:00:00,"27",1,"US"
"107304727RR0001",2024-12-31 00:00:00,"27",2,"IL"
"107304727RR0001",2024-12-31 00:00:00,"27",3,"KH"
"107304727RR0001",2024-12-31 00:00:00,"27",4,"QS"
"107304727RR0001",2024-12-31 00:00:00,"27",5,"TD"
"107304727RR0001",2024-12-31 00:00:00,"27",6,"MZ"
"107304727RR0001",2024-12-31 00:00:00,"27",7,"SV"
"107304727RR0001",2024-12-31 00:00:00,"27",8,"PH"
"107304727RR0001",2024-12-31 00:00:00,"27",9,"UA"
"107304727RR0001",2024-12-31 00:00:00,"27",10,"UG"
"107353682RR0001",2024-12-31 00:00:00,"27",1,"JP"
"107353682RR0001",2024-12-31 00:00:00,"27",2,"IL"
"107353682RR0001",2024-12-31 00:00:00,"27",3,"DE"
"107353682RR0001",2024-12-31 00:00:00,"27",4,"IN"
"107353682RR0001",2024-12-31 00:00:00,"27",5,"HT"
"107353682RR0001",2024-12-31 00:00:00,"27",6,"LB"
"107353682RR0001",2024-12-31 00:00:00,"27",7,"NE"
"107353682RR0001",2024-12-31 00:00:00,"27",8,"ZM"
"107353682RR0001",2024-12-31 00:00:00,"27",9,"ML"
"107353682RR0001",2024-12-31 00:00:00,"27",10,"MX"
"107353864RR0001",2024-12-31 00:00:00,"27",1,"GT"
"107353864RR0001",2024-12-31 00:00:00,"27",2,"IN"
"107354334RR0001",2024-12-31 00:00:00,"27",1,"JO"
"107354334RR0001",2024-12-31 00:00:00,"27",2,"PE"
"107354334RR0001",2024-12-31 00:00:00,"27",3,"US"
"107354334RR0001",2024-12-31 00:00:00,"27",4,"QP"
"107354557RR0001",2024-1-31 00:00:00,"27",1,"BO"
"107354557RR0001",2024-1-31 00:00:00,"27",2,"MX"
"107354995RR0001",2024-8-31 00:00:00,"27",1,"UG"
"107354995RR0001",2024-8-31 00:00:00,"27",2,"GT"
"107354995RR0001",2024-8-31 00:00:00,"27",3,"US"
"107354995RR0001",2024-8-31 00:00:00,"27",4,"ET"
"107354995RR0001",2024-8-31 00:00:00,"27",5,"MY"
"107372567RR0001",2024-12-31 00:00:00,"27",1,"UA"
"107372575RR0001",2024-12-31 00:00:00,"27",1,"GT"
"107373839RR0001",2024-12-31 00:00:00,"27",1,"IN"
"107373839RR0001",2024-12-31 00:00:00,"27",2,"IL"
"107373839RR0001",2024-12-31 00:00:00,"27",3,"UA"
"107378408RR0001",2024-12-31 00:00:00,"27",1,"QM"
"107382624RR0001",2024-12-31 00:00:00,"27",1,"GE"
"107382624RR0001",2024-12-31 00:00:00,"27",2,"MX"
"107383721RR0001",2024-6-30 00:00:00,"27",1,"CO"
"107385916RR0001",2024-12-31 00:00:00,"27",1,"US"
"107386864RR0001",2024-12-31 00:00:00,"27",1,"NI"
"107386864RR0001",2024-12-31 00:00:00,"27",2,"BD"
"107387193RR0002",2024-12-31 00:00:00,"27",1,"UA"
"107393134RR0001",2024-6-30 00:00:00,"27",1,"TR"
"107396905RR0024",2024-12-31 00:00:00,"27",1,"BA"
"107396905RR0036",2024-12-31 00:00:00,"27",1,"UG"
"107396905RR0036",2024-12-31 00:00:00,"27",2,"US"
"107396905RR0040",2024-12-31 00:00:00,"27",1,"CR"
"107396905RR0064",2024-12-31 00:00:00,"27",1,"EE"
"107396905RR0064",2024-12-31 00:00:00,"27",2,"NG"
"107396905RR0066",2024-12-31 00:00:00,"27",1,"PH"
"107396905RR0076",2024-12-31 00:00:00,"27",1,"CR"
"107396905RR0082",2024-12-31 00:00:00,"27",1,"CR"
"107403677RR0001",2024-6-30 00:00:00,"27",1,"PE"
"107403701RR0001",2024-3-31 00:00:00,"27",1,"IN"
"107406316RR0011",2024-12-31 00:00:00,"27",1,"BR"
"107406316RR0011",2024-12-31 00:00:00,"27",2,"EC"
"107406316RR0011",2024-12-31 00:00:00,"27",3,"ET"
"107406316RR0011",2024-12-31 00:00:00,"27",4,"GH"
"107406316RR0011",2024-12-31 00:00:00,"27",5,"HT"
"107406316RR0011",2024-12-31 00:00:00,"27",6,"IN"
"107406316RR0011",2024-12-31 00:00:00,"27",7,"KE"
"107406316RR0011",2024-12-31 00:00:00,"27",8,"LK"
"107406316RR0011",2024-12-31 00:00:00,"27",9,"PH"
"107406316RR0011",2024-12-31 00:00:00,"27",10,"US"
"107406316RR0042",2024-12-31 00:00:00,"27",1,"DO"
"107408536RR0001",2024-9-30 00:00:00,"27",1,"ET"
"107408536RR0001",2024-9-30 00:00:00,"27",2,"GE"
"107408536RR0001",2024-9-30 00:00:00,"27",3,"KE"
"107408536RR0001",2024-9-30 00:00:00,"27",4,"DZ"
"107408536RR0001",2024-9-30 00:00:00,"27",5,"IN"
"107408536RR0001",2024-9-30 00:00:00,"27",6,"NG"
"107408536RR0001",2024-9-30 00:00:00,"27",7,"US"
"107408536RR0001",2024-9-30 00:00:00,"27",8,"PK"
"107408536RR0001",2024-9-30 00:00:00,"27",9,"QP"
"107409310RR0001",2024-12-31 00:00:00,"27",1,"ID"
"107409328RR0001",2024-7-31 00:00:00,"27",1,"TH"
"107409328RR0001",2024-7-31 00:00:00,"27",2,"TZ"
"107420994RR0001",2024-12-31 00:00:00,"27",1,"MX"
"107426769RR0001",2024-12-31 00:00:00,"27",1,"DO"
"107426769RR0001",2024-12-31 00:00:00,"27",2,"US"
"107426769RR0001",2024-12-31 00:00:00,"27",3,"PK"
"107426769RR0001",2024-12-31 00:00:00,"27",4,"HT"
"107426769RR0001",2024-12-31 00:00:00,"27",5,"HN"
"107426769RR0001",2024-12-31 00:00:00,"27",6,"PH"
"107434573RR0001",2024-12-31 00:00:00,"27",1,"US"
"107435935RR0001",2024-12-31 00:00:00,"27",1,"PH"
"107436636RR0001",2024-8-31 00:00:00,"27",1,"MX"
"107437352RR0001",2024-12-31 00:00:00,"27",1,"BY"
"107437352RR0001",2024-12-31 00:00:00,"27",2,"US"
"107437352RR0001",2024-12-31 00:00:00,"27",3,"BR"
"107441834RR0001",2024-12-31 00:00:00,"27",1,"LK"
"107444713RR0001",2024-12-31 00:00:00,"27",1,"TD"
"107449902RR0001",2024-8-31 00:00:00,"27",1,"BW"
"107449902RR0001",2024-8-31 00:00:00,"27",2,"ML"
"107449902RR0001",2024-8-31 00:00:00,"27",3,"KE"
"107449902RR0001",2024-8-31 00:00:00,"27",4,"RO"
"107450447RR0001",2024-12-31 00:00:00,"27",1,"QP"
"107478836RR0001",2024-8-31 00:00:00,"27",1,"GB"
"107480626RR0001",2024-12-31 00:00:00,"27",1,"DE"
"107480626RR0001",2024-12-31 00:00:00,"27",2,"PS"
"107480626RR0001",2024-12-31 00:00:00,"27",3,"UG"
"107480626RR0001",2024-12-31 00:00:00,"27",4,"RW"
"107480626RR0001",2024-12-31 00:00:00,"27",5,"BG"
"107480626RR0001",2024-12-31 00:00:00,"27",6,"KE"
"107480626RR0001",2024-12-31 00:00:00,"27",7,"ZM"
"107480626RR0001",2024-12-31 00:00:00,"27",8,"LR"
"107483190RR0001",2024-12-31 00:00:00,"27",1,"MX"
"107485633RR0001",2024-3-31 00:00:00,"27",1,"CN"
"107490146RR0001",2024-12-31 00:00:00,"27",1,"CG"
"107490146RR0001",2024-12-31 00:00:00,"27",2,"KH"
"107490146RR0001",2024-12-31 00:00:00,"27",3,"HT"
"107490146RR0001",2024-12-31 00:00:00,"27",4,"HN"
"107490146RR0001",2024-12-31 00:00:00,"27",5,"IN"
"107490146RR0001",2024-12-31 00:00:00,"27",6,"NP"
"107490146RR0001",2024-12-31 00:00:00,"27",7,"PK"
"107490146RR0001",2024-12-31 00:00:00,"27",8,"DO"
"107490146RR0001",2024-12-31 00:00:00,"27",9,"GT"
"107490146RR0001",2024-12-31 00:00:00,"27",10,"ET"
"107490146RR0001",2024-12-31 00:00:00,"27",11,"PH"
"107490146RR0001",2024-12-31 00:00:00,"27",12,"SS"
"107490146RR0001",2024-12-31 00:00:00,"27",13,"LK"
"107490146RR0001",2024-12-31 00:00:00,"27",14,"MM"
"107492928RR0001",2024-3-31 00:00:00,"27",1,"IN"
"107497125RR0001",2024-12-31 00:00:00,"27",1,"AF"
"107497125RR0001",2024-12-31 00:00:00,"27",2,"QS"
"107497125RR0001",2024-12-31 00:00:00,"27",3,"BD"
"107497125RR0001",2024-12-31 00:00:00,"27",4,"BA"
"107497125RR0001",2024-12-31 00:00:00,"27",5,"GY"
"107497125RR0001",2024-12-31 00:00:00,"27",6,"IN"
"107497125RR0001",2024-12-31 00:00:00,"27",7,"JO"
"107497125RR0001",2024-12-31 00:00:00,"27",8,"KE"
"107497125RR0001",2024-12-31 00:00:00,"27",9,"LB"
"107497125RR0001",2024-12-31 00:00:00,"27",10,"MA"
"107497125RR0001",2024-12-31 00:00:00,"27",11,"PK"
"107497125RR0001",2024-12-31 00:00:00,"27",12,"PS"
"107497125RR0001",2024-12-31 00:00:00,"27",13,"SO"
"107497125RR0001",2024-12-31 00:00:00,"27",14,"SD"
"107497125RR0001",2024-12-31 00:00:00,"27",15,"SY"
"107497125RR0001",2024-12-31 00:00:00,"27",16,"TN"
"107497125RR0001",2024-12-31 00:00:00,"27",17,"TR"
"107497125RR0001",2024-12-31 00:00:00,"27",18,"US"
"107497125RR0001",2024-12-31 00:00:00,"27",19,"YE"
"107505588RR0001",2024-12-31 00:00:00,"27",1,"GH"
"107507394RR0001",2024-12-31 00:00:00,"27",1,"NI"
"107508061RR0001",2024-10-31 00:00:00,"27",1,"LB"
"107508061RR0001",2024-10-31 00:00:00,"27",2,"HT"
"107508061RR0001",2024-10-31 00:00:00,"27",3,"FR"
"107508061RR0001",2024-10-31 00:00:00,"27",4,"EG"
"107508061RR0001",2024-10-31 00:00:00,"27",5,"BR"
"107508061RR0001",2024-10-31 00:00:00,"27",6,"RW"
"107508061RR0001",2024-10-31 00:00:00,"27",7,"TD"
"107508061RR0001",2024-10-31 00:00:00,"27",8,"KE"
"107508061RR0001",2024-10-31 00:00:00,"27",9,"CI"
"107508061RR0001",2024-10-31 00:00:00,"27",10,"IT"
"107508160RR0001",2024-3-31 00:00:00,"27",1,"US"
"107508160RR0001",2024-3-31 00:00:00,"27",2,"QS"
"107508160RR0001",2024-3-31 00:00:00,"27",3,"FR"
"107508160RR0001",2024-3-31 00:00:00,"27",4,"NL"
"107508160RR0001",2024-3-31 00:00:00,"27",5,"QR"
"107508160RR0001",2024-3-31 00:00:00,"27",6,"BR"
"107508160RR0001",2024-3-31 00:00:00,"27",7,"DE"
"107508160RR0001",2024-3-31 00:00:00,"27",8,"PK"
"107508160RR0001",2024-3-31 00:00:00,"27",9,"ES"
"107508160RR0001",2024-3-31 00:00:00,"27",10,"DK"
"107508160RR0001",2024-3-31 00:00:00,"27",11,"GE"
"107508160RR0001",2024-3-31 00:00:00,"27",12,"IN"
"107508160RR0001",2024-3-31 00:00:00,"27",13,"ID"
"107508160RR0001",2024-3-31 00:00:00,"27",14,"PE"
"107508160RR0001",2024-3-31 00:00:00,"27",15,"GB"
"107508160RR0001",2024-3-31 00:00:00,"27",16,"IT"
"107509507RR0001",2024-3-31 00:00:00,"27",1,"US"
"107513160RR0001",2024-12-31 00:00:00,"27",1,"US"
"107513160RR0001",2024-12-31 00:00:00,"27",2,"GB"
"107513160RR0001",2024-12-31 00:00:00,"27",3,"TR"
"107513160RR0001",2024-12-31 00:00:00,"27",4,"PL"
"107516171RR0001",2024-12-31 00:00:00,"27",1,"IQ"
"107526196RR0001",2024-12-31 00:00:00,"27",1,"AL"
"107526196RR0001",2024-12-31 00:00:00,"27",2,"AR"
"107526196RR0001",2024-12-31 00:00:00,"27",3,"BD"
"107526196RR0001",2024-12-31 00:00:00,"27",4,"BY"
"107526196RR0001",2024-12-31 00:00:00,"27",5,"BR"
"107526196RR0001",2024-12-31 00:00:00,"27",6,"CD"
"107526196RR0001",2024-12-31 00:00:00,"27",7,"DE"
"107526196RR0001",2024-12-31 00:00:00,"27",8,"DO"
"107526196RR0001",2024-12-31 00:00:00,"27",9,"EC"
"107526196RR0001",2024-12-31 00:00:00,"27",10,"FR"
"107526196RR0001",2024-12-31 00:00:00,"27",11,"HN"
"107526196RR0001",2024-12-31 00:00:00,"27",12,"GB"
"107526196RR0001",2024-12-31 00:00:00,"27",13,"IN"
"107526196RR0001",2024-12-31 00:00:00,"27",14,"ID"
