"BN/Registration number","Fiscal period end","Form ID","Sequence number","Charity's Program Country Code"
"872326863RR0001",2024-12-31 00:00:00,"27",1,"IN"
"872374426RR0001",2024-12-31 00:00:00,"27",1,"AF"
"872374426RR0001",2024-12-31 00:00:00,"27",2,"CD"
"872374426RR0001",2024-12-31 00:00:00,"27",3,"UG"
"872374426RR0001",2024-12-31 00:00:00,"27",4,"SD"
"872374426RR0001",2024-12-31 00:00:00,"27",5,"YE"
"872374426RR0001",2024-12-31 00:00:00,"27",6,"IQ"
"872374426RR0001",2024-12-31 00:00:00,"27",7,"QS"
"872376223RR0001",2024-12-31 00:00:00,"27",1,"AL"
"872376223RR0001",2024-12-31 00:00:00,"27",2,"KH"
"872376223RR0001",2024-12-31 00:00:00,"27",3,"XZ"
"872376223RR0001",2024-12-31 00:00:00,"27",4,"BA"
"872376223RR0001",2024-12-31 00:00:00,"27",5,"MK"
"872541040RR0001",2024-12-31 00:00:00,"27",1,"BD"
"872541040RR0001",2024-12-31 00:00:00,"27",2,"BF"
"872541040RR0001",2024-12-31 00:00:00,"27",3,"BZ"
"872541040RR0001",2024-12-31 00:00:00,"27",4,"CG"
"872541040RR0001",2024-12-31 00:00:00,"27",5,"CI"
"872541040RR0001",2024-12-31 00:00:00,"27",6,"NG"
"872541040RR0001",2024-12-31 00:00:00,"27",7,"CM"
"872541040RR0001",2024-12-31 00:00:00,"27",8,"MY"
"872541040RR0001",2024-12-31 00:00:00,"27",9,"TD"
"872541040RR0001",2024-12-31 00:00:00,"27",10,"TH"
"872541040RR0001",2024-12-31 00:00:00,"27",11,"SN"
"872541040RR0001",2024-12-31 00:00:00,"27",12,"BR"
"872587571RR0001",2024-12-31 00:00:00,"27",1,"CU"
"872606157RR0001",2024-12-31 00:00:00,"27",1,"GB"
"872714514RR0001",2024-12-31 00:00:00,"27",1,"QP"
"872766514RR0001",2024-12-31 00:00:00,"27",1,"JM"
"872766514RR0001",2024-12-31 00:00:00,"27",2,"HT"
"872766514RR0001",2024-12-31 00:00:00,"27",3,"GY"
"872766514RR0001",2024-12-31 00:00:00,"27",4,"DO"
"872920723RR0001",2024-12-31 00:00:00,"27",1,"MM"
"872920723RR0001",2024-12-31 00:00:00,"27",2,"ID"
"872920723RR0001",2024-12-31 00:00:00,"27",3,"KE"
"872920723RR0001",2024-12-31 00:00:00,"27",4,"MG"
"872920723RR0001",2024-12-31 00:00:00,"27",5,"ET"
"872920723RR0001",2024-12-31 00:00:00,"27",6,"TZ"
"872922612RR0001",2024-3-31 00:00:00,"27",1,"QR"
"873029102RR0001",2024-3-31 00:00:00,"27",1,"ET"
"873029102RR0001",2024-3-31 00:00:00,"27",2,"GH"
"873029102RR0001",2024-3-31 00:00:00,"27",3,"GT"
"873084917RR0001",2024-6-30 00:00:00,"27",1,"KE"
"873208664RR0001",2024-3-31 00:00:00,"27",1,"UG"
"873208664RR0001",2024-3-31 00:00:00,"27",2,"KE"
"873208664RR0001",2024-3-31 00:00:00,"27",3,"QS"
"873253090RR0001",2024-12-31 00:00:00,"27",1,"PH"
"873253090RR0001",2024-12-31 00:00:00,"27",2,"UA"
"873440846RR0001",2024-11-30 00:00:00,"27",1,"QP"
"873440846RR0001",2024-11-30 00:00:00,"27",2,"UG"
"873440846RR0001",2024-11-30 00:00:00,"27",3,"JM"
"873440846RR0001",2024-11-30 00:00:00,"27",4,"CM"
"873440846RR0001",2024-11-30 00:00:00,"27",5,"IL"
"873609655RR0001",2024-12-31 00:00:00,"27",1,"CN"
"873609655RR0001",2024-12-31 00:00:00,"27",2,"PG"
"873682868RR0001",2024-5-31 00:00:00,"27",1,"AM"
"873682868RR0001",2024-5-31 00:00:00,"27",2,"LB"
"873715205RR0001",2024-6-30 00:00:00,"27",1,"MX"
"873715205RR0001",2024-6-30 00:00:00,"27",2,"IN"
"873715205RR0001",2024-6-30 00:00:00,"27",3,"PH"
"873719033RR0001",2024-12-31 00:00:00,"27",1,"KH"
"873818215RR0001",2024-6-8 00:00:00,"27",1,"PE"
"873837363RR0001",2024-3-31 00:00:00,"27",1,"GB"
"874045065RR0001",2024-12-31 00:00:00,"27",1,"US"
"874135502RR0001",2024-3-31 00:00:00,"27",1,"NG"
"874181803RR0001",2024-11-30 00:00:00,"27",1,"SD"
"874416357RR0001",2024-12-31 00:00:00,"27",1,"GF"
"874416357RR0001",2024-12-31 00:00:00,"27",2,"UG"
"874416357RR0001",2024-12-31 00:00:00,"27",3,"QS"
"874416357RR0001",2024-12-31 00:00:00,"27",4,"QP"
"874553704RR0001",2024-12-31 00:00:00,"27",1,"IN"
"874628522RR0001",2024-12-31 00:00:00,"27",1,"KE"
"874628522RR0001",2024-12-31 00:00:00,"27",2,"QR"
"874628522RR0001",2024-12-31 00:00:00,"27",3,"KH"
"874628522RR0001",2024-12-31 00:00:00,"27",4,"GH"
"874628522RR0001",2024-12-31 00:00:00,"27",5,"TZ"
"874837602RR0001",2024-12-31 00:00:00,"27",1,"GT"
"875009425RR0001",2024-12-31 00:00:00,"27",1,"ZW"
"875035305RR0001",2024-12-31 00:00:00,"27",1,"CU"
"875147829RR0001",2024-12-31 00:00:00,"27",1,"US"
"875212912RR0001",2024-12-31 00:00:00,"27",1,"IL"
"875223216RR0001",2024-12-31 00:00:00,"27",1,"BR"
"875223216RR0001",2024-12-31 00:00:00,"27",2,"QS"
"875385429RR0001",2024-12-31 00:00:00,"27",1,"ET"
"875755811RR0001",2024-12-31 00:00:00,"27",1,"MN"
"875773723RR0001",2024-12-31 00:00:00,"27",1,"US"
"875813792RR0001",2024-12-31 00:00:00,"27",1,"MX"
"875828808RR0001",2024-12-31 00:00:00,"27",1,"UG"
"875828808RR0001",2024-12-31 00:00:00,"27",2,"ZM"
"875843518RR0001",2024-4-30 00:00:00,"27",1,"EC"
"875849192RR0001",2024-9-30 00:00:00,"27",1,"KH"
"875849192RR0001",2024-9-30 00:00:00,"27",2,"LA"
"875849192RR0001",2024-9-30 00:00:00,"27",3,"ET"
"875849192RR0001",2024-9-30 00:00:00,"27",4,"UG"
"875849192RR0001",2024-9-30 00:00:00,"27",5,"US"
"875849192RR0001",2024-9-30 00:00:00,"27",6,"QN"
"875890931RR0001",2024-6-30 00:00:00,"27",1,"FR"
"876013004RR0001",2024-3-31 00:00:00,"27",1,"QS"
"876093709RR0001",2024-6-30 00:00:00,"27",1,"QR"
"876115908RR0001",2024-12-31 00:00:00,"27",1,"PE"
"876115908RR0001",2024-12-31 00:00:00,"27",2,"SY"
"876115908RR0001",2024-12-31 00:00:00,"27",3,"QR"
"876115908RR0001",2024-12-31 00:00:00,"27",4,"VE"
"876115908RR0001",2024-12-31 00:00:00,"27",5,"AF"
"876115908RR0001",2024-12-31 00:00:00,"27",6,"PK"
"876304676RR0001",2024-12-31 00:00:00,"27",1,"BD"
"876304676RR0001",2024-12-31 00:00:00,"27",2,"NG"
"877017418RR0001",2024-12-31 00:00:00,"27",1,"ZW"
"877195610RR0001",2024-8-31 00:00:00,"27",1,"IR"
"877292003RR0001",2024-12-31 00:00:00,"27",1,"QR"
"877292003RR0001",2024-12-31 00:00:00,"27",2,"QS"
"877292003RR0001",2024-12-31 00:00:00,"27",3,"MZ"
"877819581RR0001",2024-6-30 00:00:00,"27",1,"IN"
"877834903RR0001",2024-7-31 00:00:00,"27",1,"GH"
"877834903RR0001",2024-7-31 00:00:00,"27",2,"UA"
"877834903RR0001",2024-7-31 00:00:00,"27",3,"ET"
"877834903RR0001",2024-7-31 00:00:00,"27",4,"KE"
"877834903RR0001",2024-7-31 00:00:00,"27",5,"ZW"
"877834903RR0001",2024-7-31 00:00:00,"27",6,"UG"
"877834903RR0001",2024-7-31 00:00:00,"27",7,"SZ"
"877834903RR0001",2024-7-31 00:00:00,"27",8,"BI"
"877897140RR0001",2024-12-31 00:00:00,"27",1,"UA"
"877897140RR0001",2024-12-31 00:00:00,"27",2,"QS"
"877897140RR0001",2024-12-31 00:00:00,"27",3,"ZM"
"878276922RR0001",2024-12-31 00:00:00,"27",1,"DO"
"878276922RR0001",2024-12-31 00:00:00,"27",2,"FR"
"878494962RR0001",2024-12-31 00:00:00,"27",1,"MX"
"878544204RR0001",2024-6-30 00:00:00,"27",1,"CM"
"878544204RR0001",2024-6-30 00:00:00,"27",2,"PE"
"878776947RR0001",2024-12-31 00:00:00,"27",1,"US"
"878776947RR0001",2024-12-31 00:00:00,"27",2,"HT"
"878776947RR0001",2024-12-31 00:00:00,"27",3,"MX"
"878776947RR0001",2024-12-31 00:00:00,"27",4,"BR"
"878961218RR0001",2024-3-31 00:00:00,"27",1,"ZA"
"878961218RR0001",2024-3-31 00:00:00,"27",2,"MX"
"879350312RR0001",2024-12-31 00:00:00,"27",1,"PH"
"879350312RR0001",2024-12-31 00:00:00,"27",2,"IN"
"879350312RR0001",2024-12-31 00:00:00,"27",3,"ET"
"879350312RR0001",2024-12-31 00:00:00,"27",4,"TH"
"879350312RR0001",2024-12-31 00:00:00,"27",5,"SL"
"879350312RR0001",2024-12-31 00:00:00,"27",6,"KE"
"879350312RR0001",2024-12-31 00:00:00,"27",7,"NG"
"879350312RR0001",2024-12-31 00:00:00,"27",8,"UG"
"879350312RR0001",2024-12-31 00:00:00,"27",9,"TZ"
"879350312RR0001",2024-12-31 00:00:00,"27",10,"ID"
"879350312RR0001",2024-12-31 00:00:00,"27",11,"QR"
"879963411RR0001",2024-12-31 00:00:00,"27",1,"UG"
"879963411RR0001",2024-12-31 00:00:00,"27",2,"QM"
"880255229RR0001",2024-12-31 00:00:00,"27",1,"TH"
"880320411RR0001",2024-10-16 00:00:00,"27",1,"PE"
"880377965RR0001",2024-6-30 00:00:00,"27",1,"UG"
"880377965RR0001",2024-6-30 00:00:00,"27",2,"EC"
"880377965RR0001",2024-6-30 00:00:00,"27",3,"BI"
"880377965RR0001",2024-6-30 00:00:00,"27",4,"BD"
"880377965RR0001",2024-6-30 00:00:00,"27",5,"LA"
"880655014RR0001",2024-12-31 00:00:00,"27",1,"MX"
"880655014RR0001",2024-12-31 00:00:00,"27",2,"TH"
"880798806RR0001",2024-12-31 00:00:00,"27",1,"KE"
"880835434RR0001",2024-12-31 00:00:00,"27",1,"ET"
"880835434RR0001",2024-12-31 00:00:00,"27",2,"US"
"880953468RR0001",2024-12-31 00:00:00,"27",1,"HT"
"881067037RR0001",2024-12-31 00:00:00,"27",1,"JP"
"881067037RR0001",2024-12-31 00:00:00,"27",2,"QR"
"881180418RR0001",2024-12-31 00:00:00,"27",1,"ET"
"881192017RR0001",2024-12-31 00:00:00,"27",1,"IN"
"881265920RR0001",2024-6-30 00:00:00,"27",1,"HN"
"881265920RR0001",2024-6-30 00:00:00,"27",2,"QR"
"881375018RR0001",2024-12-31 00:00:00,"27",1,"PE"
"881739924RR0001",2024-12-31 00:00:00,"27",1,"ZM"
"881739924RR0001",2024-12-31 00:00:00,"27",2,"QS"
"881775498RR0001",2024-12-31 00:00:00,"27",1,"PA"
"881775498RR0001",2024-12-31 00:00:00,"27",2,"PK"
"881775498RR0001",2024-12-31 00:00:00,"27",3,"PH"
"881775498RR0001",2024-12-31 00:00:00,"27",4,"UG"
"881775498RR0001",2024-12-31 00:00:00,"27",5,"US"
"881775498RR0001",2024-12-31 00:00:00,"27",6,"VE"
"882032725RR0001",2024-12-31 00:00:00,"27",1,"IL"
"882588619RR0001",2024-5-31 00:00:00,"27",1,"UA"
"882588619RR0001",2024-5-31 00:00:00,"27",2,"TR"
"882588619RR0001",2024-5-31 00:00:00,"27",3,"PK"
"882588619RR0001",2024-5-31 00:00:00,"27",4,"BD"
"882588619RR0001",2024-5-31 00:00:00,"27",5,"QO"
"882588619RR0001",2024-5-31 00:00:00,"27",6,"QR"
"882588619RR0001",2024-5-31 00:00:00,"27",7,"TD"
"882588619RR0001",2024-5-31 00:00:00,"27",8,"ZM"
"882588619RR0001",2024-5-31 00:00:00,"27",9,"QS"
"882588619RR0001",2024-5-31 00:00:00,"27",10,"PH"
"883084212RR0001",2024-12-31 00:00:00,"27",1,"QO"
"883133811RR0001",2024-12-31 00:00:00,"27",1,"CI"
"883166431RR0001",2024-12-31 00:00:00,"27",1,"US"
"883166431RR0001",2024-12-31 00:00:00,"27",2,"IL"
"883166431RR0001",2024-12-31 00:00:00,"27",3,"MZ"
"883166431RR0001",2024-12-31 00:00:00,"27",4,"SL"
"883166431RR0001",2024-12-31 00:00:00,"27",5,"PH"
"883272122RR0001",2024-12-31 00:00:00,"27",1,"PH"
"883272122RR0001",2024-12-31 00:00:00,"27",2,"US"
"883615205RR0001",2024-12-31 00:00:00,"27",1,"QS"
"883902017RR0001",2024-12-31 00:00:00,"27",1,"QS"
"884054404RR0001",2024-3-31 00:00:00,"27",1,"JP"
"884301516RR0001",2024-12-31 00:00:00,"27",1,"MM"
"884301516RR0001",2024-12-31 00:00:00,"27",2,"TH"
"884301516RR0001",2024-12-31 00:00:00,"27",3,"JP"
"884371980RR0001",2024-12-31 00:00:00,"27",1,"IN"
"884489766RR0001",2024-6-30 00:00:00,"27",1,"BB"
"884670910RR0001",2024-12-31 00:00:00,"27",1,"VN"
"884688128RR0001",2024-12-31 00:00:00,"27",1,"PK"
"884688128RR0001",2024-12-31 00:00:00,"27",2,"SD"
"884688128RR0001",2024-12-31 00:00:00,"27",3,"UG"
"884688128RR0001",2024-12-31 00:00:00,"27",4,"JO"
"884688128RR0001",2024-12-31 00:00:00,"27",5,"IN"
"884688128RR0001",2024-12-31 00:00:00,"27",6,"QR"
"884688128RR0001",2024-12-31 00:00:00,"27",7,"MM"
"884778408RR0001",2024-3-31 00:00:00,"27",1,"UA"
"884778408RR0001",2024-3-31 00:00:00,"27",2,"BG"
"884778408RR0001",2024-3-31 00:00:00,"27",3,"IN"
"884913518RR0001",2024-6-30 00:00:00,"27",1,"KE"
"885020719RR0001",2024-12-31 00:00:00,"27",1,"IN"
"885186601RR0001",2024-6-30 00:00:00,"27",1,"IN"
"885236000RR0001",2024-12-31 00:00:00,"27",1,"IT"
"885236000RR0001",2024-12-31 00:00:00,"27",2,"HK"
"885362947RR0001",2024-12-31 00:00:00,"27",1,"US"
"885420737RR0001",2024-6-30 00:00:00,"27",1,"LR"
"885420737RR0001",2024-6-30 00:00:00,"27",2,"NG"
"885420737RR0001",2024-6-30 00:00:00,"27",3,"KE"
"885420737RR0001",2024-6-30 00:00:00,"27",4,"HT"
"885608323RR0001",2024-4-30 00:00:00,"27",1,"GT"
"885608323RR0001",2024-4-30 00:00:00,"27",2,"ZW"
"885843698RR0001",2024-12-31 00:00:00,"27",1,"LK"
"885889915RR0001",2024-12-31 00:00:00,"27",1,"IL"
"885889915RR0001",2024-12-31 00:00:00,"27",2,"MD"
"885911123RR0001",2024-12-31 00:00:00,"27",1,"US"
"885911123RR0001",2024-12-31 00:00:00,"27",2,"GH"
"886037852RR0002",2024-12-31 00:00:00,"27",1,"TH"
"886059393RR0001",2024-12-31 00:00:00,"27",1,"PH"
"886070390RR0001",2024-12-31 00:00:00,"27",1,"HU"
"886093798RR0001",2024-3-31 00:00:00,"27",1,"AM"
"886093798RR0001",2024-3-31 00:00:00,"27",2,"LB"
"886105998RR0001",2024-12-31 00:00:00,"27",1,"PH"
"886114792RR0001",2024-2-28 00:00:00,"27",1,"IL"
"886184522RR0001",2024-12-31 00:00:00,"27",1,"ET"
"886334408RR0001",2024-12-31 00:00:00,"27",1,"RW"
"886334408RR0001",2024-12-31 00:00:00,"27",2,"UG"
"886337211RR0001",2024-12-31 00:00:00,"27",1,"TH"
"886370998RR0001",2024-12-31 00:00:00,"27",1,"US"
"886423193RR0001",2024-12-31 00:00:00,"27",1,"US"
"886425909RR0001",2024-12-31 00:00:00,"27",1,"UG"
"886428960RR0001",2024-9-30 00:00:00,"27",1,"US"
"886437599RR0001",2024-12-31 00:00:00,"27",1,"KE"
"886437599RR0001",2024-12-31 00:00:00,"27",2,"ID"
"886437599RR0001",2024-12-31 00:00:00,"27",3,"NL"
"886437599RR0001",2024-12-31 00:00:00,"27",4,"UA"
"886437599RR0001",2024-12-31 00:00:00,"27",5,"MX"
"886437599RR0001",2024-12-31 00:00:00,"27",6,"IN"
"886437599RR0001",2024-12-31 00:00:00,"27",7,"LR"
"886437599RR0001",2024-12-31 00:00:00,"27",8,"TH"
"886437599RR0001",2024-12-31 00:00:00,"27",9,"US"
"886472679RR0001",2024-12-31 00:00:00,"27",1,"CN"
"886472992RR0001",2024-12-31 00:00:00,"27",1,"CF"
"886472992RR0001",2024-12-31 00:00:00,"27",2,"NG"
"886472992RR0001",2024-12-31 00:00:00,"27",3,"PG"
"886516327RR0001",2024-12-31 00:00:00,"27",1,"PS"
"886516327RR0001",2024-12-31 00:00:00,"27",2,"IL"
"886571058RR0001",2024-12-31 00:00:00,"27",1,"IN"
"886571058RR0001",2024-12-31 00:00:00,"27",2,"SL"
"886578095RR0001",2024-8-31 00:00:00,"27",1,"EC"
"886578095RR0001",2024-8-31 00:00:00,"27",2,"IN"
"886578095RR0001",2024-8-31 00:00:00,"27",3,"KE"
"886610039RR0001",2024-3-31 00:00:00,"27",1,"US"
"886626274RR0001",2024-12-31 00:00:00,"27",1,"RO"
"886626274RR0001",2024-12-31 00:00:00,"27",2,"MX"
"886626274RR0001",2024-12-31 00:00:00,"27",3,"ZA"
"886633320RR0001",2024-12-31 00:00:00,"27",1,"RO"
"886806561RR0001",2024-3-31 00:00:00,"27",1,"DE"
"886806561RR0001",2024-3-31 00:00:00,"27",2,"QR"
"886806561RR0001",2024-3-31 00:00:00,"27",3,"QS"
"886806561RR0001",2024-3-31 00:00:00,"27",4,"IN"
"886806561RR0001",2024-3-31 00:00:00,"27",5,"QP"
"886806561RR0001",2024-3-31 00:00:00,"27",6,"BD"
"886806561RR0001",2024-3-31 00:00:00,"27",7,"US"
"886817113RR0001",2024-4-30 00:00:00,"27",1,"ID"
"886822212RR0001",2024-3-31 00:00:00,"27",1,"QR"
"886822212RR0001",2024-3-31 00:00:00,"27",2,"QP"
"886822212RR0001",2024-3-31 00:00:00,"27",3,"DE"
"886822212RR0001",2024-3-31 00:00:00,"27",4,"US"
"886822212RR0001",2024-3-31 00:00:00,"27",5,"IT"
"886822212RR0001",2024-3-31 00:00:00,"27",6,"GB"
"886822691RR0001",2024-12-31 00:00:00,"27",1,"US"
"886824606RR0001",2024-12-31 00:00:00,"27",1,"CU"
"886959204RR0001",2024-12-31 00:00:00,"27",1,"BR"
"887070142RR0001",2024-12-31 00:00:00,"27",1,"KH"
"887115111RR0001",2024-12-31 00:00:00,"27",1,"CO"
"887140689RR0001",2024-12-31 00:00:00,"27",1,"CU"
"887140689RR0001",2024-12-31 00:00:00,"27",2,"UA"
"887140689RR0001",2024-12-31 00:00:00,"27",3,"UG"
"887140689RR0001",2024-12-31 00:00:00,"27",4,"PH"
"887140689RR0001",2024-12-31 00:00:00,"27",5,"DO"
"887140689RR0001",2024-12-31 00:00:00,"27",6,"HT"
"887140689RR0001",2024-12-31 00:00:00,"27",7,"BO"
"887159481RR0001",2024-12-31 00:00:00,"27",1,"QP"
"887159481RR0001",2024-12-31 00:00:00,"27",2,"UA"
"887159481RR0001",2024-12-31 00:00:00,"27",3,"RS"
"887178630RR0001",2024-12-31 00:00:00,"27",1,"MX"
"887178630RR0001",2024-12-31 00:00:00,"27",2,"QM"
"887219525RR0001",2024-6-30 00:00:00,"27",1,"GT"
"887251429RR0001",2024-3-31 00:00:00,"27",1,"SO"
"887251429RR0001",2024-3-31 00:00:00,"27",2,"JO"
"887251429RR0001",2024-3-31 00:00:00,"27",3,"QR"
"887251429RR0001",2024-3-31 00:00:00,"27",4,"PK"
"887251429RR0001",2024-3-31 00:00:00,"27",5,"ET"
"887251429RR0001",2024-3-31 00:00:00,"27",6,"QS"
"887251429RR0001",2024-3-31 00:00:00,"27",7,"LK"
"887251429RR0001",2024-3-31 00:00:00,"27",8,"MM"
"887251429RR0001",2024-3-31 00:00:00,"27",9,"PH"
"887403830RR0001",2024-12-31 00:00:00,"27",1,"US"
"887405884RR0001",2024-12-31 00:00:00,"27",1,"US"
"887407195RR0001",2024-3-31 00:00:00,"27",1,"KR"
"887407195RR0001",2024-3-31 00:00:00,"27",2,"QO"
"887442036RR0001",2024-2-9 00:00:00,"27",1,"HT"
"887442036RR0001",2024-2-9 00:00:00,"27",2,"HN"
"887442036RR0001",2024-2-9 00:00:00,"27",3,"US"
"887478071RR0001",2024-12-31 00:00:00,"27",1,"IN"
"887478071RR0001",2024-12-31 00:00:00,"27",2,"KH"
"887549954RR0001",2024-1-31 00:00:00,"27",1,"AM"
"887549954RR0001",2024-1-31 00:00:00,"27",2,"LB"
"887549954RR0001",2024-1-31 00:00:00,"27",3,"US"
"887550796RR0001",2024-12-31 00:00:00,"27",1,"US"
"887593267RR0001",2024-12-31 00:00:00,"27",1,"EG"
"887593267RR0001",2024-12-31 00:00:00,"27",2,"KE"
"887613156RR0001",2024-11-30 00:00:00,"27",1,"IN"
"887613156RR0001",2024-11-30 00:00:00,"27",2,"GB"
"887613156RR0001",2024-11-30 00:00:00,"27",3,"PK"
"887684553RR0001",2024-12-31 00:00:00,"27",1,"EG"
"887718203RR0001",2024-8-31 00:00:00,"27",1,"AF"
"887773356RR0001",2024-12-31 00:00:00,"27",1,"UG"
"887773356RR0001",2024-12-31 00:00:00,"27",2,"PH"
"887773356RR0001",2024-12-31 00:00:00,"27",3,"KZ"
"887773356RR0001",2024-12-31 00:00:00,"27",4,"TR"
"887773356RR0001",2024-12-31 00:00:00,"27",5,"NL"
"887806263RR0001",2024-6-30 00:00:00,"27",1,"KH"
"887806263RR0001",2024-6-30 00:00:00,"27",2,"IN"
"887806263RR0001",2024-6-30 00:00:00,"27",3,"GT"
"887806263RR0001",2024-6-30 00:00:00,"27",4,"PE"
"887806263RR0001",2024-6-30 00:00:00,"27",5,"EC"
"887806263RR0001",2024-6-30 00:00:00,"27",6,"VN"
"887806263RR0001",2024-6-30 00:00:00,"27",7,"QM"
"887806263RR0001",2024-6-30 00:00:00,"27",8,"HT"
"887806263RR0001",2024-6-30 00:00:00,"27",9,"UG"
"887806263RR0001",2024-6-30 00:00:00,"27",10,"CN"
"887811404RR0001",2024-12-31 00:00:00,"27",1,"IN"
"887811404RR0001",2024-12-31 00:00:00,"27",2,"EE"
"887811404RR0001",2024-12-31 00:00:00,"27",3,"TH"
"887811404RR0001",2024-12-31 00:00:00,"27",4,"ID"
"887846061RR0001",2024-12-31 00:00:00,"27",1,"BD"
"887846061RR0001",2024-12-31 00:00:00,"27",2,"PH"
"887858660RR0001",2024-5-31 00:00:00,"27",1,"CM"
"887903839RR0001",2024-12-31 00:00:00,"27",1,"EG"
"887910065RR0001",2024-2-28 00:00:00,"27",1,"QM"
"887928455RR0001",2024-12-31 00:00:00,"27",1,"HT"
"887997914RR0001",2024-12-31 00:00:00,"27",1,"MX"
"888011715RR0001",2024-2-28 00:00:00,"27",1,"HT"
"888021847RR0001",2024-12-31 00:00:00,"27",1,"SD"
"888021847RR0001",2024-12-31 00:00:00,"27",2,"LR"
"888021847RR0001",2024-12-31 00:00:00,"27",3,"GH"
"888021847RR0001",2024-12-31 00:00:00,"27",4,"NG"
"888043809RR0001",2024-3-31 00:00:00,"27",1,"ML"
"888043809RR0001",2024-3-31 00:00:00,"27",2,"UA"
"888043809RR0001",2024-3-31 00:00:00,"27",3,"QM"
"888043809RR0001",2024-3-31 00:00:00,"27",4,"HT"
"888043809RR0001",2024-3-31 00:00:00,"27",5,"GT"
"888043809RR0001",2024-3-31 00:00:00,"27",6,"CO"
"888043809RR0001",2024-3-31 00:00:00,"27",7,"QS"
"888043809RR0001",2024-3-31 00:00:00,"27",8,"HN"
"888081049RR0001",2024-3-31 00:00:00,"27",1,"HT"
"888081049RR0001",2024-3-31 00:00:00,"27",2,"CO"
"888081049RR0001",2024-3-31 00:00:00,"27",3,"QO"
"888081049RR0001",2024-3-31 00:00:00,"27",4,"QS"
"888081049RR0001",2024-3-31 00:00:00,"27",5,"LB"
"888081049RR0001",2024-3-31 00:00:00,"27",6,"QP"
"888081049RR0001",2024-3-31 00:00:00,"27",7,"SY"
"888133394RR0001",2024-12-31 00:00:00,"27",1,"UA"
"888133394RR0001",2024-12-31 00:00:00,"27",2,"PL"
"888152261RR0001",2024-3-31 00:00:00,"27",1,"QM"
"888174463RR0001",2024-6-30 00:00:00,"27",1,"IL"
"888174463RR0001",2024-6-30 00:00:00,"27",2,"US"
"888175668RR0001",2024-12-31 00:00:00,"27",1,"ET"
"888184579RR0001",2024-12-31 00:00:00,"27",1,"GT"
"888192515RR0001",2024-1-31 00:00:00,"27",1,"IN"
"888298031RR0001",2024-12-31 00:00:00,"27",1,"CM"
"888298031RR0001",2024-12-31 00:00:00,"27",2,"GH"
"888298031RR0001",2024-12-31 00:00:00,"27",3,"IN"
"888298031RR0001",2024-12-31 00:00:00,"27",4,"PH"
"888298031RR0001",2024-12-31 00:00:00,"27",5,"TZ"
"888356268RR0001",2024-11-30 00:00:00,"27",1,"VC"
"888362449RR0001",2024-12-31 00:00:00,"27",1,"QS"
"888370731RR0001",2024-5-31 00:00:00,"27",1,"MY"
"888370731RR0001",2024-5-31 00:00:00,"27",2,"SG"
"888413242RR0001",2024-12-31 00:00:00,"27",1,"PL"
"888434644RR0001",2024-12-31 00:00:00,"27",1,"US"
"888442662RR0001",2024-12-31 00:00:00,"27",1,"US"
"888461266RR0001",2024-12-31 00:00:00,"27",1,"BD"
"888466927RR0001",2024-8-31 00:00:00,"27",1,"US"
"888488400RR0001",2024-6-30 00:00:00,"27",1,"SL"
"888518305RR0001",2024-12-31 00:00:00,"27",1,"IN"
"888525409RR0001",2024-12-31 00:00:00,"27",1,"GT"
"888527025RR0001",2024-5-31 00:00:00,"27",1,"ZA"
"888527025RR0001",2024-5-31 00:00:00,"27",2,"HT"
"888529849RR0001",2024-12-31 00:00:00,"27",1,"CA"
"888546595RR0001",2024-6-30 00:00:00,"27",1,"KE"
"888546595RR0001",2024-6-30 00:00:00,"27",2,"UG"
"888546595RR0001",2024-6-30 00:00:00,"27",3,"MX"
"888546595RR0001",2024-6-30 00:00:00,"27",4,"VN"
"888565595RR0001",2024-12-31 00:00:00,"27",1,"HT"
"888578440RR0001",2024-1-31 00:00:00,"27",1,"UA"
"888587110RR0001",2024-3-31 00:00:00,"27",1,"UG"
"888587110RR0001",2024-3-31 00:00:00,"27",2,"GH"
"888590049RR0001",2024-12-31 00:00:00,"27",1,"US"
"888598455RR0001",2024-12-31 00:00:00,"27",1,"KE"
"888598455RR0001",2024-12-31 00:00:00,"27",2,"MX"
"888701661RR0001",2024-12-31 00:00:00,"27",1,"US"
"888702669RR0001",2024-12-31 00:00:00,"27",1,"BR"
"888702669RR0001",2024-12-31 00:00:00,"27",2,"KE"
"888702669RR0001",2024-12-31 00:00:00,"27",3,"QM"
"888702669RR0001",2024-12-31 00:00:00,"27",4,"UG"
"888702669RR0001",2024-12-31 00:00:00,"27",5,"QP"
"888702669RR0001",2024-12-31 00:00:00,"27",6,"GY"
"888702669RR0001",2024-12-31 00:00:00,"27",7,"IN"
"888702669RR0001",2024-12-31 00:00:00,"27",8,"PH"
"888703436RR0001",2024-12-31 00:00:00,"27",1,"TR"
"888703436RR0001",2024-12-31 00:00:00,"27",2,"US"
"888710100RR0001",2024-12-31 00:00:00,"27",1,"QS"
"888741220RR0001",2024-6-30 00:00:00,"27",1,"US"
"888780178RR0001",2024-3-31 00:00:00,"27",1,"US"
"888780178RR0001",2024-3-31 00:00:00,"27",2,"AU"
"888780178RR0001",2024-3-31 00:00:00,"27",3,"DE"
"888780178RR0001",2024-3-31 00:00:00,"27",4,"CL"
"888780178RR0001",2024-3-31 00:00:00,"27",5,"CH"
